Episode,Kick_Speed,friction,variance_friction,Rewards,Stop_Distance
0,77.12,0.7,0.3,-8.42,14.01
1,75.06,0.7,0.3,-26.19,19.13
2,77.3,0.7,0.3,-6.33,13.2
3,75.59,0.7,0.3,-16.96,16.75
4,74.39,0.7,0.3,-13.19,20.88
5,71.35,0.7,0.3,-38.66,26.42
6,73.89,0.7,0.3,-13.45,20.95
7,72.42,0.7,0.3,-33.95,25.53
8,76.09,0.7,0.3,-14.46,16.02
9,76.29,0.7,0.3,-12.69,15.47
10,74.06,0.7,0.3,-20.56,22.7
11,75.33,0.7,0.3,-19.92,17.56
12,75.89,0.7,0.3,-20.32,17.67
13,88.55,0.7,0.3,-1065.49,-10.13
