Episode,Kick_Speed,NN_start_speed,CRS_speed,location_of_patch,friction,Rewards,Stop_Distance
396,6.57,6.57,-0.0,96.2,0.21,-480.84,96.54
397,6.28,6.28,-0.0,43.15,0.53,-483.78,96.69
398,30.97,30.97,-0.0,28.82,0.6,-160.08,55.79
399,9.98,9.98,-0.0,81.06,0.63,-417.08,93.18
400,33.11,33.11,-0.0,14.5,0.65,-163.23,56.07
401,8.58,8.58,-0.0,36.7,0.63,-441.46,94.48
402,37.21,37.21,-0.0,81.27,0.41,-64.92,35.52
403,28.61,28.61,-0.0,88.83,0.55,-195.1,58.79
404,17.19,17.19,-0.0,79.6,0.65,-340.99,83.8
405,25.2,25.2,-0.0,66.73,0.39,-239.6,67.13
406,22.63,22.63,-0.0,84.95,0.43,-263.77,73.82
407,44.82,44.82,-0.0,46.06,0.4,-28.41,19.64
408,21.69,21.69,-0.0,11.49,0.64,-293.27,75.79
409,29.05,29.05,-0.0,95.11,0.6,-197.36,58.98
410,28.79,28.79,-0.0,62.37,0.65,-189.5,58.33
411,18.05,18.05,-0.0,97.5,0.46,-317.82,82.38
412,20.74,20.74,-0.0,67.52,0.47,-320.88,77.58
413,35.47,35.47,-0.0,47.34,0.72,-68.38,41.09
414,32.92,32.92,-0.0,8.39,0.41,-194.67,58.76
415,16.77,16.77,-0.0,3.72,0.6,-356.07,84.69
416,6.31,6.31,-0.0,63.22,0.66,-478.41,96.41
417,17.05,17.05,-0.0,60.65,0.43,-344.7,84.02
418,42.35,42.35,-0.0,60.24,0.36,-14.02,21.1
419,24.21,24.21,-0.0,21.74,0.41,-244.52,67.49
420,32.93,32.93,-0.0,83.44,0.5,-133.97,48.44
421,9.11,9.11,-0.0,93.78,0.45,-432.55,94.01
422,38.17,38.17,-0.0,81.28,0.53,-44.21,32.42
423,41.21,41.21,-0.0,96.76,0.34,-18.48,22.21
424,17.1,17.1,-0.0,85.33,0.43,-343.24,83.93
425,6.91,6.91,-0.0,64.57,0.54,-470.22,95.99
426,13.45,13.45,-0.0,57.09,0.23,-435.48,89.21
427,34.03,34.03,-0.0,45.86,0.41,-87.02,43.37
428,43.34,43.34,-0.01,72.05,0.4,-8.1,13.89
429,43.52,43.52,-0.0,79.65,0.52,-2.71,11.56
430,29.41,29.41,-0.0,48.66,0.64,-170.64,56.72
431,11.97,11.97,-0.0,2.36,0.43,-441.08,89.52
432,33.02,33.02,-0.0,65.54,0.62,-131.37,48.18
433,41.52,41.52,-0.0,89.69,0.58,-14.13,21.12
434,8.45,8.45,-0.0,95.45,0.63,-435.79,94.18
435,37.62,37.62,-0.0,40.29,0.36,-83.37,37.97
436,23.99,23.99,-0.0,24.7,0.52,-250.35,67.91
437,23.69,23.69,-0.0,99.44,0.45,-232.1,71.61
438,41.23,41.23,-0.0,30.68,0.71,-62.62,35.19
