Episode,Kick_Speed,NN_start_speed,CRS_speed,location_of_patch,friction,Rewards,Stop_Distance
128,29.89,29.89,2.63,23.49,0.34,-165.81,56.3
129,21.83,21.83,2.66,13.63,0.08,0,7.3
130,36.72,36.72,2.66,3.65,0.51,-144.65,54.39
131,13.57,13.57,2.62,17.5,0.66,0,7.29
132,14.0,14.0,2.62,89.11,0.48,0,6.8
133,7.75,7.75,2.64,68.13,0.52,0,7.37
134,27.88,27.88,2.67,86.13,0.6,0,7.33
135,44.78,44.78,-0.01,71.77,0.64,-0.72,10.46
136,11.88,11.88,-0.0,77.35,0.4,-10.02,14.58
137,5.34,5.34,2.65,63.93,0.42,0,7.3
138,44.61,44.61,2.65,24.64,0.33,-46.17,27.76
139,41.06,41.06,2.65,33.27,0.6,-44.0,32.39
140,14.1,14.1,2.64,42.91,0.59,0,7.33
141,41.78,41.78,2.64,19.01,0.54,-76.82,37.13
142,38.82,38.82,2.64,68.83,0.53,-11.17,20.33
143,21.72,21.72,2.61,71.77,0.44,0,7.35
144,13.61,13.61,2.61,92.32,0.46,0,6.78
145,7.22,6.97,2.64,43.79,0.47,0,7.3
146,22.44,22.44,-0.0,76.96,0.37,-10.81,14.85
147,11.47,11.47,2.65,31.51,0.54,0,7.31
148,20.33,19.8,2.65,52.62,0.28,-70.65,36.31
149,35.6,35.6,-0.0,81.05,0.42,-4.75,12.53
150,32.55,32.55,-0.0,5.62,0.73,-178.08,62.37
151,44.54,43.76,-0.0,32.36,0.71,-26.5,24.02
152,33.34,33.34,-0.0,43.09,0.41,-85.92,43.25
153,27.98,27.98,-0.0,33.45,0.51,-103.65,50.38
154,40.17,39.42,-0.0,71.25,0.25,-10.16,20.04
155,27.25,27.25,2.6,29.88,0.71,0,7.32
156,19.35,19.35,2.62,6.91,0.54,0,7.3
157,33.49,33.49,2.62,53.2,0.37,-67.54,35.88
158,33.03,32.33,2.63,87.89,0.68,0,7.13
159,44.92,44.92,2.63,49.8,0.34,-25.58,18.98
160,8.03,8.03,2.63,26.82,0.29,0,7.3
161,19.87,19.87,2.63,48.33,0.49,-98.28,39.8
162,35.29,35.29,2.65,70.01,0.58,0,7.32
163,17.72,17.72,2.64,44.3,0.73,0,7.34
164,40.35,40.35,2.64,38.24,0.3,-46.93,32.86
165,26.75,26.75,0.0,79.88,0.35,-8.24,13.94
166,12.52,12.52,2.62,47.46,0.73,0,7.3
167,13.31,13.31,0.01,82.04,0.56,-3.35,11.88
168,42.99,42.99,0.01,24.18,0.73,-26.17,19.12
169,5.05,5.05,2.6,80.81,0.59,0,7.36
170,40.15,40.15,2.6,48.92,0.46,-30.15,30.03
171,18.31,18.31,2.67,18.83,0.61,0,7.32
172,41.13,41.13,2.67,28.17,0.51,-59.26,34.71
173,27.43,27.43,2.67,61.17,0.05,-50.99,28.57
174,16.01,16.01,2.6,17.96,0.47,0,7.31
175,8.81,8.81,2.65,76.09,0.55,0,7.31
176,27.75,27.75,2.65,37.21,0.37,-126.63,47.7
177,32.68,31.99,2.65,34.93,0.42,-128.38,47.88
178,24.15,24.15,2.65,24.48,0.24,-150.08,54.89
179,25.78,25.78,2.65,20.91,0.68,-196.03,58.87
180,39.3,39.3,2.65,19.15,0.4,-78.27,42.33
181,11.37,11.37,2.67,35.54,0.65,0,7.36
182,25.52,25.52,-0.0,79.45,0.53,-7.1,13.5
183,32.19,32.19,2.6,59.13,0.63,0,7.32
184,6.19,6.19,2.63,26.14,0.55,0,7.3
185,13.86,13.86,2.62,91.69,0.61,0,6.95
186,11.95,11.95,2.6,13.67,0.67,0,7.36
187,10.47,10.47,2.63,9.26,0.49,0,7.33
188,34.52,34.52,2.63,21.31,0.4,-110.84,51.12
189,27.27,27.27,2.61,90.04,0.54,0,6.88
190,33.93,33.93,2.61,68.42,0.26,-22.61,23.17
191,38.38,38.38,2.61,45.79,0.1,-48.3,33.07
192,12.59,12.59,2.65,22.44,0.46,0,7.35
193,19.38,19.38,2.65,62.53,0.5,-30.08,24.77
194,32.07,32.07,2.65,15.92,0.65,-191.72,58.51
195,17.62,17.62,2.6,40.2,0.36,0,7.32
196,15.36,15.36,2.63,44.21,0.42,0,7.35
197,36.28,36.28,2.63,16.1,0.58,-104.89,50.51
198,42.13,42.13,2.63,96.85,0.51,0,7.29
199,12.14,12.14,2.67,55.55,0.49,0,7.29
200,34.36,34.36,2.67,47.55,0.34,-97.65,39.72
201,27.13,27.13,2.67,48.59,0.19,-91.02,38.92
202,6.94,6.94,2.66,34.03,0.6,0,7.33
203,13.98,13.98,2.63,5.79,0.34,0,7.33
204,38.73,38.73,2.64,95.65,0.58,0,7.34
205,36.79,36.79,2.64,33.17,0.59,-88.09,43.5
206,10.02,10.02,2.67,91.32,0.6,0,6.93
207,12.6,12.6,2.64,86.77,0.66,0,7.32
208,18.31,18.31,2.67,96.15,0.38,0,7.29
209,16.26,16.26,2.67,91.58,0.6,0,6.92
210,44.93,44.93,5.17,3.41,0.58,0,8.84
211,37.87,37.87,5.17,46.54,0.46,-64.16,35.41
212,15.07,15.07,2.66,47.12,0.47,0,7.29
213,28.05,28.05,2.66,29.32,0.54,-132.18,53.22
214,43.98,43.21,-0.01,76.78,0.48,-0.65,10.41
215,19.26,19.26,-0.01,54.23,0.57,-56.8,29.5
216,13.91,13.91,2.6,38.0,0.32,0,7.27
217,44.47,44.47,2.6,57.43,0.34,-18.17,17.09
218,38.57,37.83,2.6,44.23,0.28,-48.12,33.04
219,19.88,19.36,2.61,22.43,0.39,0,7.27
220,12.59,12.59,2.64,35.98,0.34,0,7.35
221,7.0,7.0,2.66,89.98,0.46,0,6.76
222,30.13,30.13,2.66,44.49,0.58,-58.15,34.55
223,38.43,38.43,2.66,60.93,0.54,-50.48,28.48
224,32.56,32.56,2.65,59.5,0.6,0,7.33
225,33.38,33.38,2.61,69.12,0.59,0,7.31
226,21.21,21.21,0.01,78.04,0.44,-9.07,14.24
227,27.9,27.9,2.61,82.15,0.67,0,7.33
228,39.59,39.59,2.66,89.83,0.42,0,6.72
229,33.17,33.17,2.66,74.06,0.28,-17.24,16.83
230,39.17,39.17,2.66,44.08,0.3,-49.16,33.2
231,34.04,34.04,2.6,99.81,0.5,0,7.35
232,35.84,35.84,2.64,88.86,0.46,0,6.78
233,7.93,7.93,0.01,95.07,0.75,-7.84,13.79
234,20.85,20.85,2.62,61.57,0.57,0,7.35
235,18.33,18.33,2.62,52.78,0.82,-32.8,30.5
236,15.86,15.86,2.66,41.94,0.64,0,7.32
237,41.63,41.63,2.51,85.01,0.39,0,9.57
238,21.68,21.68,2.61,16.69,0.4,0,7.31
239,9.26,9.26,2.6,51.18,0.58,0,7.33
240,42.56,42.56,2.6,82.62,0.75,0,7.27
241,26.84,26.84,2.62,96.76,0.32,0,7.28
242,31.08,31.08,2.62,36.59,0.26,-127.92,47.83
243,15.96,15.96,2.63,98.12,0.42,0,7.21
244,37.05,37.05,2.65,96.66,0.64,0,7.31
245,6.11,6.11,2.65,50.58,0.8,0,7.29
246,41.76,41.76,2.65,46.76,0.19,-39.54,26.58
247,12.92,12.92,2.65,63.12,0.33,-27.32,24.2
248,36.59,36.59,2.65,66.09,0.43,-18.18,22.14
249,12.86,12.86,2.62,1.97,0.52,0,7.3
250,5.25,5.25,2.63,82.05,0.59,0,7.33
251,35.37,35.37,2.63,11.64,0.63,-131.34,53.14
252,19.32,19.32,2.63,19.18,0.48,0,7.27
253,32.9,32.2,2.63,30.78,0.41,-145.23,49.54
254,7.53,7.53,2.64,53.72,0.44,0,7.29
255,36.85,36.85,2.64,27.68,0.72,-93.39,44.11
256,28.32,28.32,2.64,42.74,0.14,-79.48,42.47
257,23.36,23.36,2.64,34.54,0.34,-140.41,49.07
258,33.66,33.66,2.64,57.42,0.56,-45.34,27.61
259,42.68,42.68,2.64,54.17,0.52,-22.11,23.06
260,12.47,12.47,2.65,48.58,0.74,0,7.32
261,8.35,8.35,2.65,14.21,0.55,0,7.28
262,37.18,36.45,2.67,68.91,0.58,0,7.36
263,38.42,38.42,2.67,52.35,0.43,-42.14,32.09
264,20.97,20.97,2.61,98.62,0.5,0,7.28
265,11.71,11.71,2.66,7.68,0.48,0,7.38
266,5.28,5.04,2.63,52.0,0.7,0,7.35
267,10.14,10.14,2.66,1.03,0.5,0,7.32
268,5.45,5.24,2.63,69.06,0.14,0,7.25
269,44.77,44.77,2.63,33.65,0.7,-34.37,25.61
270,19.92,19.92,2.6,92.7,0.46,0,6.77
271,32.88,32.88,2.63,72.91,0.5,0,7.35
272,22.11,22.11,2.65,61.88,0.67,0,7.29
273,10.62,10.62,2.62,16.44,0.75,0,7.32
274,43.58,43.58,2.64,3.93,0.6,0,7.34
275,17.54,17.54,0.01,82.62,0.45,-2.32,11.36
276,20.42,20.42,2.62,29.63,0.25,0,7.32
277,15.99,15.99,2.62,53.25,0.5,-32.77,30.5
278,26.96,26.96,2.62,47.83,0.45,-60.75,40.1
279,38.48,38.48,2.62,40.68,0.3,-66.59,35.75
280,10.45,10.45,2.66,9.3,0.58,0,7.36
281,39.7,38.96,2.66,42.77,0.6,-41.97,32.06
282,21.01,21.01,2.61,30.05,0.49,0,7.33
283,9.12,9.12,-0.0,79.56,0.44,-6.81,13.39
284,30.86,30.86,0.0,83.52,0.58,-1.28,10.79
285,19.06,19.06,0.0,53.26,0.42,-65.76,35.64
286,6.15,6.15,2.61,18.63,0.57,0,7.33
287,37.89,37.89,2.61,31.67,0.53,-70.26,41.33
288,44.13,43.36,7.77,80.4,0.4,0,8.52
289,25.31,25.31,7.77,25.75,0.47,-159.82,55.77
290,18.75,18.75,2.65,5.62,0.53,0,7.29
291,22.59,22.59,2.67,23.41,0.58,0,7.27
292,8.36,8.36,2.65,59.48,0.52,0,7.29
293,36.98,36.98,0.0,78.57,0.14,-9.79,14.5
294,28.79,28.79,0.0,75.08,0.25,-21.29,17.92
295,20.22,20.22,2.63,74.05,0.45,0,7.34
296,18.35,17.86,2.66,7.33,0.36,0,7.34
297,17.4,17.4,2.65,41.17,0.44,0,7.34
298,9.05,9.05,2.65,35.36,0.57,0,7.31
299,42.17,42.17,2.65,57.8,0.36,-18.45,22.21
300,15.14,15.14,2.65,55.97,0.29,-49.63,33.28
301,27.44,27.44,2.65,66.53,0.47,-17.51,21.98
302,41.38,41.38,2.61,94.86,0.56,0,6.87
303,11.72,11.4,2.65,65.52,0.44,0,7.29
304,31.64,31.64,2.65,17.01,0.65,-192.44,58.57
305,16.62,16.62,2.65,18.45,0.54,0,7.32
306,11.39,11.39,2.65,28.73,0.6,0,7.32
307,38.12,38.12,2.65,54.14,0.37,-43.31,32.28
308,20.35,19.82,2.65,55.62,0.53,-51.44,28.64
309,30.52,30.52,2.6,65.81,0.6,0,7.29
310,12.09,12.09,2.64,48.31,0.54,0,7.35
311,18.83,18.83,2.65,60.8,0.75,0,7.36
312,17.02,17.02,2.65,70.29,0.31,-17.38,21.95
313,43.23,43.23,2.65,54.55,0.4,-11.46,20.41
314,40.3,40.3,2.65,54.49,0.65,-48.01,28.07
315,36.52,35.8,2.65,53.5,0.65,-63.34,35.3
316,24.17,24.17,2.65,49.72,0.53,-40.62,31.84
317,33.87,33.87,2.65,27.12,0.62,-109.01,50.93
318,28.64,28.64,2.65,4.58,0.46,-264.36,68.91
319,32.54,32.54,2.66,90.21,0.58,0,6.92
320,19.61,19.61,2.66,53.17,0.57,-59.64,29.94
321,34.16,34.16,2.66,66.42,0.33,-32.97,25.34
322,12.72,12.38,2.63,52.47,0.51,0,7.34
323,25.35,25.35,2.66,69.78,0.47,0,7.28
324,6.89,6.89,2.65,88.1,0.3,0,7.34
325,36.28,36.28,2.64,77.02,0.66,0,7.32
326,37.86,37.86,2.64,74.2,0.39,-16.06,16.49
327,14.89,14.89,2.66,72.97,0.45,0,7.29
328,41.91,41.91,2.66,21.46,0.35,-65.32,35.57
329,7.79,7.79,-0.0,25.23,0.44,-7.31,13.59
330,26.25,26.25,-0.0,56.77,0.49,-47.42,27.97
331,13.64,13.64,2.66,97.56,0.69,0,7.3
332,7.65,7.41,2.6,16.25,0.59,0,7.32
333,26.45,26.45,2.63,76.74,0.63,0,7.33
334,12.63,12.63,2.62,25.08,0.56,0,7.33
335,19.94,19.94,2.62,41.79,0.43,-91.52,43.9
336,43.74,43.74,2.62,6.48,0.55,0,7.34
337,25.92,25.92,2.62,56.78,0.21,-44.62,32.49
338,9.73,9.73,2.62,31.13,0.65,0,7.37
339,27.0,26.37,0.0,77.42,0.54,-10.49,14.74
340,40.91,40.91,2.65,91.8,0.38,0,6.66
341,41.11,41.11,2.65,54.8,0.71,-40.69,26.79
342,37.12,37.12,2.65,41.31,0.73,-61.69,40.22
343,38.91,38.91,2.67,99.46,0.5,0,7.25
344,41.56,41.56,2.67,14.78,0.61,-92.65,39.12
345,44.88,44.88,2.67,25.81,0.46,-33.68,25.48
346,23.14,23.14,2.67,54.27,0.19,-58.49,34.6
347,9.05,9.05,2.65,33.77,0.35,0,7.36
348,44.4,44.4,2.65,16.64,0.71,-19.34,17.41
349,19.52,19.52,2.65,59.59,0.44,-38.93,26.47
350,37.12,37.12,2.65,5.58,0.35,-114.51,51.49
351,25.56,25.56,2.65,21.52,0.63,-191.41,58.48
352,27.24,27.24,2.61,62.55,0.77,0,7.29
353,6.23,6.23,2.61,82.14,0.57,0,7.33
354,31.16,31.16,2.66,91.32,0.38,0,6.64
355,30.61,29.93,2.66,7.02,0.54,-188.52,63.21
356,24.96,24.96,2.6,96.66,0.61,0,7.34
357,26.57,26.57,2.63,8.31,0.45,0,7.32
358,31.57,31.57,2.63,2.3,0.53,-111.93,46.16
359,23.54,23.54,2.61,90.99,0.47,0,6.79
360,42.34,42.34,2.61,24.54,0.32,-49.5,33.26
361,9.94,9.94,2.63,70.55,0.53,0,7.34
362,32.65,32.65,2.52,85.1,0.39,0,9.52
363,28.59,28.59,-0.0,80.69,0.32,-6.65,13.33
364,18.41,18.41,-0.0,62.76,0.46,-28.71,24.48
365,30.19,30.19,2.38,86.03,0.46,0,8.9
366,43.86,43.09,2.38,46.81,0.51,-13.08,20.85
367,41.53,41.53,2.38,76.46,0.57,-19.33,17.4
368,20.84,20.84,2.62,87.17,0.46,0,7.31
369,31.8,31.11,2.67,59.82,0.57,0,7.34
370,21.51,21.51,2.67,47.88,0.37,-98.29,39.8
371,14.63,14.63,2.63,29.6,0.68,0,7.33
372,9.88,9.88,2.63,4.15,0.56,0,7.33
373,7.29,7.29,2.64,55.38,0.35,0,7.29
374,39.93,39.93,2.64,5.83,0.57,-33.34,30.6
375,42.96,42.96,2.64,64.7,0.43,-20.81,17.8
376,15.24,15.24,2.66,7.24,0.24,0,7.35
377,29.5,28.84,2.66,29.88,0.69,-132.12,53.22
378,32.69,32.69,2.65,93.12,0.69,0,7.01
379,18.02,18.02,2.66,19.69,0.54,0,7.31
380,23.32,23.32,2.66,45.65,0.43,-70.32,41.34
381,19.96,19.96,2.67,87.33,0.56,0,7.42
382,44.02,44.02,4.6,85.5,0.68,0,9.09
383,25.21,25.21,4.6,23.98,0.44,-165.88,56.31
384,28.64,28.64,4.6,24.66,0.38,-164.97,56.23
385,35.64,35.64,4.6,73.24,0.23,-27.79,19.5
386,34.95,34.95,4.6,33.22,0.29,-97.74,44.61
387,27.58,27.58,4.6,24.09,0.38,-163.4,56.09
388,5.83,5.83,2.62,78.95,0.4,0,7.33
389,38.39,38.39,2.62,43.27,0.57,-64.49,35.46
390,25.04,25.04,2.61,9.97,0.63,0,7.32
391,7.88,7.88,2.61,79.9,0.72,0,7.31
392,33.28,33.28,2.66,89.42,0.76,0,7.06
393,21.03,20.49,2.66,37.16,0.39,-124.11,47.44
394,21.28,21.28,2.65,91.99,0.35,0,6.6
395,36.22,36.22,2.65,64.95,0.44,-22.64,23.18
396,14.78,14.78,2.63,92.19,0.53,0,6.84
397,8.25,8.25,2.64,10.12,0.56,0,7.36
398,25.73,25.11,2.65,76.24,0.41,0,7.35
399,27.55,27.55,2.65,51.41,0.56,-37.97,31.4
400,11.26,11.26,2.63,50.49,0.43,0,7.32
401,28.66,28.66,2.63,59.36,0.49,-38.25,26.35
402,21.57,21.57,2.62,94.53,0.56,0,6.88
403,43.43,43.43,2.62,9.26,0.38,-67.63,35.89
404,39.67,39.67,2.62,15.79,0.7,-87.47,43.43
405,5.28,5.28,2.64,97.23,0.39,0,7.28
406,32.39,32.39,2.64,12.69,0.79,-204.44,59.55
407,26.53,26.53,2.64,50.17,0.35,-83.07,37.93
408,8.46,8.46,2.64,37.62,0.61,0,7.34
409,5.84,5.84,2.64,70.58,0.65,0,7.27
410,5.07,5.07,2.63,25.4,0.45,0,7.36
411,16.4,16.4,2.63,96.42,0.45,0,7.33
412,33.55,33.55,2.64,85.08,0.62,0,7.33
413,40.0,40.0,2.64,30.14,0.57,-73.51,36.69
414,5.71,5.71,2.62,85.91,0.72,0,7.22
415,16.75,16.75,2.62,49.65,0.51,-42.43,32.14
416,40.6,40.6,2.62,44.03,0.35,-55.63,29.32
417,38.73,37.99,2.62,38.79,0.77,-69.18,36.11
418,10.57,10.57,2.67,63.98,0.5,0,7.32
419,40.92,40.92,2.67,17.57,0.47,-92.07,39.05
420,7.24,7.24,2.66,10.72,0.6,0,7.34
421,31.08,31.08,0.01,80.39,0.46,-5.54,12.87
422,15.42,15.42,0.01,64.25,0.33,-41.99,27.02
423,43.93,43.16,0.01,43.39,0.49,-20.51,22.69
424,34.91,34.91,0.01,47.0,0.39,-52.11,33.66
425,11.22,11.22,2.66,19.55,0.57,0,7.37
426,31.26,31.26,2.66,43.22,0.66,-64.08,35.4
427,14.19,14.19,2.6,37.43,0.38,0,7.29
428,16.58,16.58,2.65,11.58,0.56,0,7.28
429,19.92,19.92,2.65,65.19,0.33,-38.38,26.37
430,5.18,5.18,2.62,88.61,0.34,0,6.57
431,22.88,22.3,2.62,48.6,0.45,-94.38,39.33
432,16.09,16.09,-0.0,83.79,0.56,-1.05,10.65
433,18.92,18.92,2.62,94.13,0.61,0,6.93
434,14.83,14.83,2.61,45.83,0.39,0,7.27
435,16.33,16.33,2.66,16.91,0.49,0,7.31
436,16.77,16.77,2.66,67.3,0.4,-15.82,21.56
437,26.74,26.74,2.66,58.01,0.69,-43.34,27.26
438,27.64,27.64,2.61,5.16,0.5,0,7.3
439,37.15,37.15,2.61,59.62,0.35,-35.22,30.93
440,8.1,7.9,2.51,84.99,0.37,0,9.64
441,5.55,5.55,2.65,23.45,0.69,0,7.37
442,34.61,34.61,2.65,31.61,0.45,-113.6,46.34
443,24.31,24.31,2.34,85.71,0.49,0,9.16
444,41.74,41.74,2.61,2.51,0.36,0,7.34
445,33.61,32.9,2.61,23.2,0.43,-107.03,50.73
446,42.84,42.84,2.61,22.44,0.3,-44.33,32.44
447,44.38,44.38,2.61,61.24,0.51,-14.02,15.88
448,6.25,6.25,2.67,43.04,0.54,0,7.27
449,5.76,5.76,2.67,71.84,0.44,0,7.32
450,43.84,43.84,2.67,99.56,0.74,0,7.32
451,17.48,17.48,2.63,36.37,0.75,0,7.27
452,25.1,25.1,0.0,81.56,0.47,-3.71,12.05
453,27.82,27.82,0.0,24.31,0.26,-157.83,55.59
454,34.09,34.09,0.0,79.86,0.58,-6.44,13.24
455,24.27,24.27,2.64,95.05,0.4,0,7.35
456,33.56,33.56,2.64,48.38,0.45,-94.89,39.39
457,36.02,36.02,2.64,13.81,0.66,-101.56,50.16
458,5.5,5.5,2.65,26.6,0.51,0,7.28
459,35.44,35.44,2.65,54.12,0.35,-58.83,34.65
460,37.99,37.99,2.65,17.32,0.69,-118.46,46.86
461,42.32,41.55,2.65,52.25,0.45,-22.47,23.14
462,18.35,18.35,0.01,81.86,0.58,-3.5,11.95
463,22.16,22.16,0.01,54.26,0.43,-58.65,29.79
464,17.96,17.96,2.67,6.25,0.47,0,7.26
465,18.88,18.88,2.64,97.37,0.39,0,7.36
466,11.9,11.58,2.64,33.03,0.69,0,7.28
467,27.24,27.24,2.61,69.14,0.58,0,7.27
468,25.79,25.79,2.64,78.8,0.67,0,7.22
469,15.74,15.32,2.63,93.05,0.33,0,6.57
470,44.63,44.63,7.03,5.03,0.23,0,8.06
471,6.45,6.45,2.66,33.75,0.5,0,7.34
