Episode,Kick_Speed,NN_start_speed,CRS_speed,location_of_patch,friction,Rewards,Stop_Distance
162,11.25,11.25,7.62,7.01,0.22,-1030.49,-0.01
163,20.24,19.71,7.62,78.87,0.4,-1030.5,-0.03
164,24.8,24.8,7.62,25.14,0.57,-1030.49,-0.09
165,28.55,28.55,7.62,6.7,0.51,-246.37,67.62
166,29.06,29.06,7.63,70.53,0.41,-1030.52,-0.09
167,5.62,5.62,4.03,11.63,0.7,-1016.11,-0.09
168,6.04,6.04,4.42,2.27,0.45,-1017.68,-0.05
169,35.37,35.37,4.42,36.64,0.34,-93.66,44.14
170,35.9,35.9,4.42,37.26,0.34,-82.0,42.78
171,19.81,19.81,7.61,62.75,0.41,-1030.44,-0.07
172,36.44,36.44,7.61,54.53,0.62,-70.77,36.32
173,6.0,6.0,4.38,98.65,0.76,-1017.52,-0.06
174,43.54,43.54,4.38,53.2,0.65,-10.29,20.08
175,26.75,26.75,4.38,19.0,0.77,-230.62,66.47
176,36.06,36.06,7.61,91.97,0.43,-1030.42,-0.08
177,25.08,25.08,7.6,36.56,0.36,-1030.39,-0.12
178,31.29,31.29,7.61,79.11,0.39,-1030.44,-0.09
179,37.04,37.04,7.61,23.5,0.36,-101.26,45.0
180,27.55,27.55,7.61,19.36,0.44,-202.74,64.34
181,14.39,14.39,7.59,62.57,0.35,-1030.37,-0.13
182,12.56,12.56,7.62,3.78,0.52,-1030.49,-0.09
183,22.38,21.81,7.59,42.09,0.59,-1030.38,-0.12
184,28.44,28.44,7.61,42.28,0.73,-1030.42,-0.06
185,38.86,38.86,7.61,85.96,0.41,-1030.43,-0.14
186,35.05,35.05,7.62,57.48,0.61,-1030.47,-0.09
187,43.94,43.94,7.62,43.72,0.44,-21.09,22.83
188,26.72,26.72,7.6,40.99,0.49,-1030.42,-0.08
189,28.46,28.46,7.63,51.87,0.4,-1030.51,-0.1
190,36.55,36.55,7.61,84.8,0.51,-1030.45,-0.1
191,32.78,32.78,7.61,35.09,0.46,-143.48,49.37
192,33.58,33.58,7.6,69.52,0.61,-1030.41,-0.07
193,24.64,24.64,7.59,37.34,0.33,-1030.36,-0.08
194,14.75,14.75,7.62,3.13,0.75,-1030.47,-0.05
195,16.68,16.68,7.6,87.98,0.42,-1030.4,-0.09
196,34.02,34.02,7.6,68.79,0.41,-1030.41,-0.09
197,35.43,35.43,7.6,1.79,0.67,-92.08,43.96
198,34.31,34.31,7.61,99.41,0.54,-1030.46,-0.08
199,38.83,38.83,7.61,84.28,0.41,-1030.44,-0.11
200,13.13,13.13,7.6,16.57,0.8,-1030.41,-0.07
201,32.2,32.2,7.6,35.87,0.63,-106.79,50.71
202,37.06,37.06,7.6,29.05,0.46,-88.94,43.6
203,12.86,12.86,7.6,76.63,0.36,-1030.4,-0.06
204,36.22,35.5,7.6,26.86,0.66,-100.68,44.94
205,39.83,39.83,7.63,96.5,0.49,-1030.52,-0.12
206,26.39,26.39,7.62,47.7,0.32,-1030.48,-0.04
207,28.55,28.55,7.62,92.7,0.28,-1030.47,-0.06
208,37.17,37.17,7.62,26.19,0.79,-103.14,45.21
209,43.74,43.74,7.62,63.21,0.41,-14.44,16.01
210,42.52,42.52,7.62,66.59,0.45,-22.15,18.14
211,17.35,16.88,7.6,69.93,0.47,-1030.41,-0.07
212,13.3,13.3,7.6,55.18,0.29,-1030.38,-0.12
213,7.64,7.64,5.95,75.74,0.64,-1023.79,-0.05
214,31.46,31.46,7.59,41.57,0.31,-1030.37,-0.1
215,44.26,44.26,7.59,3.64,0.43,-29.1,19.8
216,37.37,36.63,7.59,22.81,0.43,-89.3,43.64
217,28.67,28.02,7.62,41.2,0.56,-1030.49,-0.03
218,13.72,13.72,7.61,30.58,0.43,-1030.46,-0.06
219,10.44,10.14,7.63,93.02,0.44,-1030.52,-0.09
220,23.96,23.96,7.63,21.67,0.4,-1030.52,-0.07
221,12.98,12.98,7.61,37.63,0.59,-1030.43,-0.05
222,39.02,39.02,7.61,35.86,0.55,-73.36,36.67
223,10.1,10.1,7.59,61.96,0.72,-1030.35,-0.05
224,38.07,38.07,7.59,30.07,0.48,-68.57,41.12
225,23.26,23.26,7.63,89.29,0.83,-1030.51,-0.08
226,32.44,32.44,7.59,63.79,0.36,-1030.38,-0.13
227,31.71,31.02,7.59,54.13,0.58,-1030.36,-0.05
228,30.44,29.77,7.59,34.21,0.68,-133.15,53.32
229,28.45,28.45,7.63,82.94,0.51,-1030.5,-0.09
230,6.46,6.46,4.81,12.9,0.37,-1019.22,-0.04
231,34.25,34.25,4.81,49.3,0.71,-76.33,37.06
232,5.83,5.72,4.22,36.61,0.66,-1016.88,-0.08
233,26.34,26.34,4.22,24.71,0.51,-160.31,55.81
234,37.67,37.67,4.22,46.64,0.59,-71.78,36.46
235,40.63,40.63,4.22,40.87,0.33,-32.05,30.37
236,14.05,14.05,7.62,99.51,0.49,-1030.49,-0.01
237,20.83,20.83,7.59,63.0,0.58,-1030.37,-0.13
238,28.45,28.45,7.63,94.31,0.42,-1030.52,-0.09
239,6.98,6.98,5.2,17.46,0.61,-1020.81,-0.08
240,16.14,16.14,7.6,81.07,0.58,-1030.39,-0.06
241,42.39,42.39,7.64,80.87,0.45,-1030.56,-0.17
242,6.28,6.28,4.64,12.78,0.64,-1018.54,-0.1
243,21.43,21.43,7.63,52.29,0.4,-1030.52,-0.08
244,25.36,25.36,7.63,10.15,0.66,-235.34,71.84
245,44.23,44.23,7.63,53.86,0.42,-25.07,18.86
246,10.21,10.21,7.63,52.56,0.8,-1030.51,-0.08
247,10.44,10.44,7.63,69.86,0.43,-1030.52,-0.07
248,14.76,14.76,7.61,69.61,0.79,-1030.45,-0.06
249,5.94,5.94,4.32,98.7,0.15,-1017.27,-0.07
250,36.6,35.87,7.61,94.61,0.24,-1030.42,-0.09
251,29.28,29.28,7.61,61.24,0.51,-1030.45,-0.08
252,25.01,25.01,7.6,86.47,0.46,-1030.4,-0.09
253,12.5,12.5,7.61,18.33,0.27,-1030.42,-0.05
254,30.42,30.42,7.61,2.28,0.22,-245.46,67.56
255,9.15,9.15,7.4,64.5,0.61,-1029.62,-0.06
256,10.89,10.89,7.62,16.42,0.43,-1030.49,-0.01
257,9.47,9.47,7.61,38.43,0.54,-1030.44,-0.06
258,44.54,44.54,0.0,59.74,0.37,-8.27,13.95
259,34.35,34.35,7.62,64.53,0.38,-1030.49,-0.06
260,17.33,17.33,7.6,50.59,0.65,-1030.41,-0.07
261,21.81,21.81,7.62,94.15,0.57,-1030.48,-0.03
262,25.09,25.09,7.6,44.69,0.45,-1030.39,-0.11
263,20.18,20.18,7.61,83.56,0.57,-1030.45,-0.07
264,34.09,34.09,7.61,78.52,0.41,-1030.43,-0.09
265,41.03,41.03,7.61,39.61,0.49,-36.9,31.21
266,40.44,40.44,7.61,54.65,0.36,-44.14,27.4
267,9.58,9.58,7.63,84.54,0.52,-1030.51,-0.09
268,39.24,39.24,7.6,4.78,0.31,-1030.39,-8.35
269,39.75,39.75,7.6,26.66,0.44,-83.93,38.04
270,26.6,26.6,7.6,7.91,0.46,-274.2,69.6
271,37.35,37.35,7.6,50.91,0.32,-58.78,34.64
272,22.16,22.16,7.62,90.46,0.41,-1030.48,-0.03
273,43.44,43.44,0.0,72.91,0.38,-6.63,13.32
274,29.94,29.94,0.0,21.18,0.4,-206.4,59.71
275,25.82,25.82,7.61,42.43,0.92,-1030.46,-0.08
276,38.24,38.24,7.61,16.36,0.35,-85.65,43.21
277,42.68,42.68,-0.0,78.23,0.39,-7.54,13.67
278,19.52,19.52,7.61,90.88,0.47,-1030.44,-0.06
279,40.15,40.15,7.61,35.9,0.58,-59.57,34.76
280,20.81,20.81,7.59,24.98,0.31,-1030.37,-0.13
281,24.92,24.92,7.61,56.4,0.78,-1030.45,-0.07
282,21.12,21.12,7.59,57.49,0.69,-1030.36,-0.03
283,27.78,27.78,7.59,14.38,0.49,-222.92,65.89
284,28.33,28.33,7.59,55.76,0.45,-1030.36,-0.15
285,5.56,5.56,3.97,99.48,0.62,-1015.88,-0.08
286,34.61,34.61,7.59,62.67,0.6,-1030.35,-0.07
287,27.61,26.97,7.6,70.19,0.31,-1030.42,-0.08
288,19.82,19.82,7.61,89.44,0.46,-1030.44,-0.06
289,22.18,21.61,7.59,46.65,0.54,-1030.36,-0.02
290,39.13,39.13,7.59,46.03,0.45,-42.2,32.1
291,42.51,42.51,7.59,56.54,0.42,-16.28,21.67
292,36.79,36.79,7.59,48.81,0.43,-75.77,36.99
293,28.21,28.21,7.6,59.94,0.29,-1030.39,-0.11
294,39.19,39.19,7.6,16.25,0.57,-83.78,42.99
295,21.76,21.76,7.62,54.38,0.48,-1030.48,-0.01
296,13.87,13.87,7.62,37.99,0.52,-1030.49,-0.01
297,29.54,29.54,7.59,49.25,0.74,-1030.35,-0.05
298,9.46,9.46,7.59,84.61,0.61,-611.43,0.0
299,19.68,19.14,7.61,23.73,0.54,-1030.42,-0.04
300,42.71,42.71,7.61,56.74,0.63,-16.7,21.78
301,5.17,5.17,3.62,68.83,0.51,-1014.5,-0.08
302,30.03,30.03,7.62,84.0,0.43,-1030.48,-0.04
303,25.23,25.23,7.6,59.48,0.27,-1030.41,-0.07
304,34.53,34.53,7.6,3.73,0.58,-144.5,54.38
305,28.92,28.92,7.6,94.91,0.42,-1030.4,-0.11
306,5.74,5.64,4.14,10.64,0.5,-1016.57,-0.06
307,20.64,20.64,7.6,66.94,0.76,-1030.4,-0.09
308,8.45,8.2,6.77,92.77,0.55,-1027.07,-0.07
309,16.53,16.53,7.61,5.75,0.41,-1030.45,-0.06
310,14.09,14.09,7.61,52.64,0.37,-1030.46,-0.05
311,31.98,31.98,7.63,99.01,0.44,-1030.52,-0.09
312,17.27,17.27,7.61,11.01,0.38,-1030.43,-0.05
313,26.53,26.53,7.61,79.92,0.42,-1030.44,-0.07
314,20.58,20.58,7.62,95.17,0.45,-1030.47,-0.04
315,33.64,33.64,7.62,30.22,0.6,-104.46,50.47
316,44.71,44.71,-0.01,65.45,0.73,-9.98,14.57
317,33.72,33.72,-0.01,10.11,0.37,-166.3,56.34
318,27.4,27.4,-0.01,21.24,0.52,-196.37,63.84
319,39.95,39.95,-0.01,60.76,0.52,-37.26,26.16
320,34.97,34.97,7.59,92.15,0.6,-1030.35,-0.08
321,31.47,31.47,7.59,89.01,0.52,-1030.37,-0.11
322,10.81,10.81,7.63,48.26,0.54,-1030.51,-0.08
323,6.61,6.61,4.95,83.75,0.4,-1019.79,-0.06
324,25.46,25.46,7.62,22.48,0.62,-1030.49,-0.09
325,18.58,18.08,7.61,75.27,0.61,-1030.44,-0.07
326,30.1,30.1,7.61,18.99,0.7,-160.82,60.93
327,42.85,42.85,7.61,95.26,0.66,-1030.44,-0.34
328,21.92,21.92,7.61,18.57,0.32,-1030.42,-0.06
329,6.54,6.54,4.88,84.68,0.51,-1019.52,-0.07
330,18.8,18.8,7.61,34.81,0.36,-1030.44,-0.06
331,30.51,30.51,7.6,68.48,0.57,-1030.4,-0.11
332,24.69,24.69,7.61,64.46,0.4,-1030.45,-0.07
333,44.0,44.0,7.61,26.61,0.41,-50.91,28.55
334,37.21,37.21,7.61,60.16,0.58,-48.95,28.23
335,39.94,39.94,7.61,77.78,0.57,-1030.44,-0.13
336,11.91,11.91,7.63,61.1,0.87,-1030.53,-0.06
337,37.64,37.64,7.61,8.14,0.55,-1030.46,-10.52
338,5.0,5.0,3.46,39.68,0.53,-1013.85,-0.07
339,38.79,38.79,3.46,29.01,0.09,-86.35,38.35
340,41.8,41.8,3.46,38.1,0.34,-56.41,29.44
341,17.57,17.57,7.59,22.33,0.36,-1030.36,-0.03
342,40.1,40.1,7.58,21.06,0.45,-1030.32,-10.73
343,19.13,19.13,7.6,82.54,0.36,-1030.41,-0.06
344,40.45,40.45,7.62,97.02,0.47,-1030.48,-0.13
345,40.13,40.13,7.62,14.91,0.35,-73.94,41.79
346,5.42,5.42,3.85,97.93,0.75,-1015.39,-0.1
347,22.74,22.74,7.59,79.29,0.41,-1030.36,-0.11
348,32.99,32.99,7.59,79.24,0.73,-1030.36,-0.14
349,34.19,34.19,7.59,1.77,0.49,-117.77,46.78
350,5.24,5.24,3.69,76.17,0.34,-1014.74,-0.06
351,21.4,21.4,7.63,41.63,0.36,-1030.52,-0.07
352,7.13,6.9,5.44,2.14,0.28,-1021.77,-0.07
353,19.82,19.82,7.61,47.34,0.59,-1030.44,-0.06
354,25.85,25.85,7.61,7.86,0.47,-223.44,70.99
355,37.23,37.23,7.61,3.73,0.5,-132.43,53.25
356,42.81,42.05,7.61,14.35,0.56,-67.62,35.89
357,21.34,21.34,7.63,93.97,0.64,-1030.52,-0.08
358,9.77,9.77,7.62,12.21,0.5,-1030.49,-0.01
359,6.3,6.16,4.66,41.8,0.47,-1018.64,-0.03
360,16.75,16.75,7.59,77.02,0.64,-1030.36,-0.12
361,7.6,7.6,5.96,22.92,0.38,-1023.82,-0.03
362,39.87,39.87,5.96,17.85,0.59,-76.06,42.06
363,21.94,21.94,7.62,28.29,0.68,-1030.48,-0.03
364,39.17,39.17,7.63,95.09,0.7,-1030.53,-0.12
365,41.69,41.69,7.63,66.4,0.48,-12.1,20.58
366,29.43,28.77,7.63,3.78,0.33,-237.68,66.99
367,21.51,21.51,7.63,20.95,0.35,-1030.54,-0.06
368,34.26,34.26,7.59,52.65,0.54,-1030.35,-0.08
369,17.25,17.25,7.61,66.37,0.51,-1030.43,-0.06
370,33.01,33.01,7.61,75.02,0.7,-1030.43,-0.14
371,27.76,27.76,7.63,71.81,0.47,-1030.51,-0.08
372,10.24,10.24,7.59,67.34,0.37,-1030.35,-0.07
373,28.89,28.89,7.59,91.67,0.48,-1030.37,-0.1
374,9.9,9.9,7.64,15.72,0.69,-1030.54,-0.08
375,7.21,7.21,5.59,96.58,0.47,-1022.35,-0.08
376,9.79,9.79,7.6,88.94,0.49,-1030.39,-0.11
377,44.5,44.5,7.06,94.82,0.43,-1028.24,-11.1
378,5.85,5.85,4.24,91.69,0.64,-1016.94,-0.06
379,31.77,31.77,4.24,19.9,0.26,-172.51,56.88
380,37.78,37.78,4.24,55.8,0.49,-43.32,32.28
381,11.26,11.26,7.6,79.18,0.31,-1030.4,-0.06
382,7.74,7.74,6.09,59.51,0.53,-1024.37,-0.05
383,39.8,39.8,6.09,42.57,0.43,-49.31,33.23
384,32.02,32.02,7.59,58.12,0.53,-1030.38,-0.13
385,26.13,26.13,7.59,33.03,0.59,-1030.36,-0.04
386,12.47,12.47,7.61,6.11,0.48,-1030.45,-0.06
387,14.54,14.54,7.61,96.55,0.38,-1030.44,-0.06
388,15.59,15.59,7.62,43.94,0.58,-1030.48,-0.02
389,23.15,23.15,7.63,94.02,0.5,-1030.52,-0.08
390,13.61,13.61,7.6,28.02,0.53,-1030.39,-0.1
391,34.24,34.24,7.6,48.29,0.49,-79.44,42.47
392,9.21,9.21,7.41,98.09,0.4,-1029.63,-0.08
393,12.45,12.45,7.62,47.18,0.54,-1030.48,-0.01
394,19.13,19.13,7.61,11.2,0.75,-1030.42,-0.05
395,38.51,38.51,7.61,6.85,0.82,-60.74,34.93
396,19.93,19.93,7.61,83.99,0.41,-1030.42,-0.06
397,9.7,9.7,7.59,66.75,0.49,-1030.35,-0.13
398,8.16,8.16,6.39,35.85,0.32,-1025.56,-0.02
399,29.11,29.11,6.39,15.03,0.57,-192.23,63.51
400,28.58,28.58,7.62,61.91,0.66,-1030.46,-0.06
401,8.42,8.42,6.68,87.71,0.66,-1026.71,-0.01
402,44.67,44.67,-0.01,74.31,0.66,-0.2,10.13
403,32.93,32.93,7.63,67.03,0.64,-1030.5,-0.14
404,40.1,40.1,7.63,42.81,0.62,-47.67,32.97
405,18.8,18.8,7.61,50.28,0.56,-1030.43,-0.06
406,10.8,10.8,7.59,55.29,0.38,-1030.37,-0.13
407,32.62,31.92,7.6,74.33,0.35,-1030.38,-0.12
408,36.15,36.15,7.6,12.31,0.58,-112.02,51.24
409,26.26,26.26,7.6,7.75,0.6,-278.41,69.89
410,42.29,42.29,7.6,29.81,0.26,-39.05,31.58
411,27.06,27.06,7.6,21.66,0.28,-191.28,63.44
412,32.9,32.9,7.6,28.31,0.56,-123.62,52.4
413,13.48,13.48,7.59,56.58,0.57,-1030.35,-0.04
414,8.32,8.32,6.64,79.26,0.65,-1026.58,-0.12
415,12.96,12.96,7.62,35.52,0.4,-1030.47,-0.05
416,23.41,23.41,7.59,64.45,0.35,-1030.36,-0.03
417,7.02,7.02,5.25,3.55,0.43,-1021.0,-0.08
418,42.77,42.77,5.25,4.5,0.36,-26.63,24.05
419,20.84,20.84,7.6,30.92,0.38,-1030.41,-0.07
420,39.36,39.36,7.6,10.73,0.68,-110.14,45.97
421,8.65,8.4,6.95,21.33,0.42,-1027.81,-0.06
422,12.22,12.22,7.63,95.72,0.44,-1030.51,-0.08
423,15.49,15.49,7.59,33.98,0.62,-1030.35,-0.05
424,42.66,42.66,7.59,49.22,0.39,-27.36,24.2
425,31.02,30.34,7.59,74.73,0.45,-1030.36,-0.04
426,6.51,6.51,4.85,9.73,0.59,-1019.41,-0.08
427,13.08,13.08,7.62,60.75,0.31,-1030.49,-0.0
