Episode,Kick_Speed,friction_patch,default_friction,loc_patch,size_patch,Rewards,Stop_Distance
330,44.73,0.6,0.7,35.54,10.84,-41.16,26.88
331,25.1,0.49,0.7,59.28,18.68,-288.49,75.48
332,50.08,0.92,0.7,43.41,14.65,-39.06,26.49
333,53.15,0.6,0.7,55.13,26.21,-266.28,1.3
334,60.51,0.82,0.7,27.98,27.08,-1043.23,-10.02
335,42.28,0.47,0.7,64.8,15.6,-48.17,28.1
336,49.8,0.64,0.7,54.54,18.96,-2.04,11.21
337,56.68,0.69,0.7,66.96,14.94,-1033.49,-5.03
338,17.26,0.55,0.7,47.53,17.76,-448.01,89.89
339,30.97,0.77,0.7,69.57,17.19,-211.82,70.13
340,39.35,0.64,0.7,48.38,21.11,-103.28,45.22
341,29.26,0.71,0.7,43.88,17.85,-234.0,71.74
342,24.77,0.53,0.7,65.6,24.81,-292.52,75.75
343,43.84,0.87,0.7,47.16,28.65,-106.6,45.59
344,49.21,0.58,0.7,53.05,24.55,0,8.7
345,17.67,0.54,0.7,49.11,21.62,-418.93,88.3
346,49.83,0.53,0.7,54.84,26.37,-151.37,2.18
347,23.68,0.58,0.7,25.82,23.95,-291.29,80.72
348,41.58,0.61,0.7,45.16,24.82,-115.16,46.51
349,35.0,0.52,0.7,53.26,13.5,-142.58,54.2
350,40.97,0.72,0.7,30.65,17.66,-69.03,41.18
351,41.65,0.9,0.7,54.09,9.68,-77.87,42.28
352,53.38,0.41,0.7,35.58,20.89,-1043.97,-10.24
353,42.83,0.63,0.7,14.09,15.17,-74.99,36.89
354,12.39,0.89,0.7,38.48,18.38,-472.49,96.11
355,47.85,0.89,0.7,66.04,23.97,-92.49,39.1
356,43.31,0.82,0.7,56.42,19.97,-60.86,40.11
357,50.13,0.63,0.7,28.5,24.32,-9.42,14.37
358,35.68,0.86,0.7,53.79,14.69,-168.13,56.5
359,36.91,0.8,0.7,55.85,16.95,-205.55,59.64
360,45.81,0.46,0.7,58.56,16.92,-26.04,19.09
