Episode,Kick_Speed,friction_patch,default_friction,loc_patch,size_patch,Rewards,Stop_Distance
261,39.67,0.64,0.7,63.69,24.58,-84.79,38.15
262,36.82,0.8,0.7,57.56,22.4,-164.86,56.22
263,43.28,0.61,0.7,64.59,13.25,-59.66,29.95
264,48.22,0.74,0.7,45.92,23.75,-15.12,21.38
265,15.82,1.09,0.7,57.98,8.78,-373.12,90.74
266,53.36,0.67,0.7,59.82,24.75,0,7.61
267,32.34,0.94,0.7,46.26,20.43,-245.04,67.53
268,44.47,1.02,0.7,62.37,17.15,-148.85,49.89
269,34.06,0.7,0.7,42.61,30.76,-223.64,65.94
270,69.51,0.72,0.7,78.8,26.21,-1076.32,-10.23
271,37.43,0.72,0.7,46.08,17.77,-160.26,55.81
272,60.84,0.95,0.7,58.01,17.35,-1033.17,-5.42
273,42.12,0.72,0.7,39.08,26.07,-99.91,39.99
274,38.19,0.66,0.7,51.49,13.03,-117.37,51.78
275,60.16,0.81,0.7,45.92,17.98,-1033.52,-6.48
276,31.99,0.57,0.7,55.22,26.65,-226.36,66.15
277,36.96,0.78,0.7,34.75,21.21,-164.65,56.2
278,31.62,0.52,0.7,53.87,26.99,-183.7,57.84
279,35.43,0.73,0.7,74.45,23.77,-151.56,60.14
280,26.41,0.89,0.7,81.28,16.68,-317.95,82.39
281,28.81,0.8,0.7,50.11,19.35,-283.2,75.13
282,21.95,0.74,0.7,20.9,15.63,-349.78,84.32
283,40.22,0.65,0.7,29.28,17.91,-85.67,43.22
284,29.99,0.7,0.7,23.87,29.52,-234.21,66.73
285,25.58,0.75,0.7,46.25,24.78,-314.54,82.18
286,40.34,0.52,0.7,42.7,20.57,-67.18,35.83
287,33.94,0.75,0.7,64.14,23.1,-193.69,63.63
288,41.42,0.38,0.7,34.95,22.21,-62.1,40.28
289,39.07,0.32,0.7,30.53,24.6,-73.56,41.75
290,42.9,0.89,0.7,55.88,17.39,-134.13,48.45
291,38.16,0.78,0.7,50.86,18.51,-123.22,52.36
292,25.37,0.6,0.7,60.31,23.56,-305.15,76.57
293,20.74,0.58,0.7,30.57,35.48,-367.43,85.36
294,53.47,0.52,0.7,40.19,28.1,-1034.3,-5.66
295,48.97,0.45,0.7,54.26,22.26,-28.51,4.78
296,37.99,0.51,0.7,43.48,17.5,-138.95,53.86
297,43.26,1.15,0.7,43.31,17.34,-127.17,47.75
298,33.03,0.59,0.7,45.6,14.42,-173.52,61.99
299,44.49,0.68,0.7,58.55,17.96,-76.57,37.09
300,45.99,0.57,0.7,84.12,19.76,-40.39,26.74
301,58.64,1.0,0.7,48.33,15.56,-296.01,1.13
302,33.03,0.86,0.7,54.83,15.08,-221.04,65.75
303,27.78,0.71,0.7,58.86,21.98,-314.2,77.15
304,38.18,0.5,0.7,44.86,18.34,-128.15,47.85
305,23.18,0.62,0.7,49.36,18.15,-346.27,84.11
306,36.7,0.7,0.7,53.28,25.37,-161.35,60.97
307,29.28,0.83,0.7,35.08,21.67,-268.89,69.23
308,39.68,0.88,0.7,40.31,15.17,-112.13,51.25
309,25.85,0.75,0.7,44.98,16.84,-333.34,78.36
310,49.32,0.46,0.7,58.37,19.41,0,7.25
311,32.59,0.72,0.7,55.28,21.97,-193.51,63.61
312,46.65,0.73,0.7,63.7,17.45,-36.57,31.16
313,43.77,0.26,0.7,40.51,20.04,-17.2,16.82
314,34.32,0.88,0.7,68.26,20.01,-241.19,67.24
315,40.65,0.57,0.7,46.65,15.65,-104.06,45.31
316,53.5,0.69,0.7,47.71,19.03,0,8.21
317,40.79,1.0,0.7,48.74,22.65,-163.2,56.07
318,37.65,0.75,0.7,46.95,11.56,-112.65,51.3
319,21.8,0.79,0.7,44.52,26.64,-326.85,82.94
320,35.12,0.46,0.7,40.93,28.24,-118.69,46.88
