Episode,Kick_Speed,friction,variance_friction,Rewards,Stop_Distance
466,25.78,0.84,0.27,-258.69,73.47
467,26.32,0.87,0.17,-281.64,75.03
468,31.34,0.82,0.26,-171.02,61.79
469,28.82,0.72,0.2,-252.3,68.05
470,24.85,0.71,0.26,-256.81,73.34
471,36.04,0.82,0.2,-168.25,56.51
472,25.83,0.56,0.19,-273.47,69.55
473,53.2,0.75,0.17,-3.99,12.18
474,48.27,0.77,0.24,-24.14,23.51
475,35.84,0.67,0.11,-198.98,59.11
476,36.57,0.78,0.19,-135.15,53.51
477,60.03,0.61,0.25,-1031.93,-0.17
478,26.82,0.78,0.13,-357.6,79.85
479,24.53,0.86,0.12,-308.48,81.81
480,44.99,0.8,0.19,-48.72,28.19
481,26.24,0.65,0.22,-273.06,69.52
482,33.8,0.59,0.25,-93.9,44.17
483,47.94,0.66,0.27,-32.66,4.57
484,37.69,0.76,0.18,-123.64,52.4
485,34.91,0.7,0.17,-114.99,51.54
486,31.92,0.84,0.21,-166.24,61.39
487,30.87,0.58,0.25,-154.66,55.31
488,41.82,0.72,0.25,-29.61,24.67
489,40.12,0.78,0.27,-40.37,31.8
490,27.42,0.71,0.24,-214.18,65.22
491,23.11,0.92,0.21,-288.68,80.56
492,36.36,0.6,0.27,-62.87,35.23
493,30.4,0.7,0.27,-161.36,55.91
494,36.5,0.71,0.17,-130.31,53.04
495,53.19,0.74,0.13,-17.89,17.01
496,48.96,0.65,0.21,-4.73,12.52
497,37.12,0.82,0.25,-65.89,40.77
498,39.48,0.77,0.29,-59.3,34.72
499,27.44,0.86,0.19,-235.18,71.83
500,38.64,0.87,0.19,-114.27,46.41
501,39.69,0.68,0.27,-40.02,26.67
502,49.43,0.71,0.23,0,6.63
503,30.31,0.68,0.22,-153.62,60.31
504,33.98,0.58,0.21,-128.04,47.84
505,23.77,0.66,0.15,-354.91,79.69
506,34.32,0.75,0.2,-132.0,53.21
507,26.24,0.52,0.16,-252.47,68.06
508,31.81,0.64,0.28,-118.16,51.86
509,39.66,0.82,0.19,-72.58,41.62
510,39.31,0.77,0.11,-134.04,53.4
511,52.33,0.79,0.29,-74.52,3.28
512,42.1,0.51,0.14,-29.2,24.58
513,47.28,0.77,0.13,-59.08,29.86
514,30.68,0.72,0.29,-176.3,57.21
515,37.64,0.79,0.25,-97.03,39.65
516,33.19,0.76,0.2,-181.43,57.65
517,55.91,0.57,0.2,-1018.56,-0.04
518,24.76,0.74,0.29,-247.64,72.71
519,42.3,0.7,0.2,-38.73,26.43
520,43.47,0.62,0.14,-49.03,28.24
521,49.1,0.64,0.15,0,8.36
522,27.3,0.62,0.26,-207.78,59.82
523,58.24,0.72,0.25,-1025.63,-0.25
524,21.92,0.51,0.14,-333.82,78.39
525,24.69,0.73,0.23,-254.23,73.17
526,48.39,0.82,0.24,0,7.39
527,47.68,0.62,0.24,-41.67,4.19
528,14.69,0.54,0.16,-392.47,91.83
529,27.41,0.66,0.14,-231.84,71.59
530,23.4,0.54,0.18,-283.83,75.17
531,58.06,0.89,0.14,-71.4,3.35
532,48.42,0.65,0.12,-16.9,16.73
533,35.06,0.66,0.2,-119.82,47.0
534,43.22,0.62,0.13,-36.56,31.16
535,33.09,0.68,0.27,-112.38,51.28
536,41.59,0.72,0.14,-74.27,41.84
537,38.84,0.61,0.17,-82.04,37.8
538,44.77,0.51,0.29,-26.57,4.89
539,32.04,0.72,0.25,-145.19,54.45
540,43.46,0.61,0.14,-32.96,25.34
541,45.08,0.93,0.17,-95.27,39.44
542,24.25,0.73,0.1,-351.59,84.43
543,48.81,0.66,0.14,0,7.25
544,50.91,0.69,0.16,-27.37,4.84
545,54.52,0.76,0.26,-1023.51,-0.22
546,27.44,0.69,0.23,-213.34,65.16
547,12.08,0.81,0.16,-460.43,95.48
548,41.4,0.71,0.12,-115.69,46.56
549,43.82,0.66,0.26,0,9.37
550,42.88,0.59,0.19,-21.94,18.09
551,24.96,0.65,0.24,-228.96,71.38
552,57.24,0.77,0.3,-1025.38,-0.17
553,37.84,0.65,0.21,-97.19,39.67
554,45.59,0.63,0.11,-54.33,29.11
555,21.04,0.67,0.27,-337.09,78.59
