Episode,Kick_Speed,friction,variance_friction,Rewards,Stop_Distance
0,76.09,0.7,0.3,-17.04,16.77
1,76.17,0.7,0.3,-18.34,17.13
2,77.71,0.7,0.3,-12.37,15.37
3,75.21,0.7,0.3,-12.32,20.65
4,78.02,0.7,0.3,-2.24,11.32
5,77.48,0.7,0.3,-11.8,15.18
6,81.75,0.7,0.3,0,5.36
7,73.97,0.7,0.3,-15.86,21.57
8,81.1,0.7,0.3,-33.81,4.51
