Episode,Kick_Speed,NN_start_speed,CRS_speed,location_of_patch,friction,Rewards,Stop_Distance
63,11.84,11.84,5.72,15.09,0.33,-1022.88,-0.08
64,9.95,9.95,5.72,42.64,0.56,-1022.89,-0.08
65,34.84,34.84,5.69,86.68,0.56,-1022.78,-0.08
66,17.04,16.58,5.59,73.09,0.55,-1022.35,-0.09
67,23.53,23.53,5.58,96.4,0.48,-1022.32,-0.06
68,40.86,40.86,5.58,18.52,0.52,-94.73,39.37
69,23.15,23.15,5.58,42.29,0.42,-60.64,34.91
70,31.19,30.51,5.58,75.17,0.3,-11.99,15.24
71,17.95,17.95,5.58,54.45,0.39,-50.09,28.42
72,32.43,32.43,5.72,69.59,0.54,-1022.89,-0.09
73,18.37,18.37,5.57,97.3,0.48,-1022.29,-0.05
74,38.53,38.53,5.57,25.85,0.59,-72.81,41.65
75,44.97,44.97,7.82,74.56,0.47,0,8.45
76,39.67,39.67,7.82,28.39,0.62,-87.0,38.43
77,28.54,28.54,7.82,20.65,0.38,-193.32,58.64
78,24.37,24.37,5.68,21.35,0.73,-1022.71,-0.06
79,22.39,22.39,5.6,77.3,0.42,-1022.39,-0.08
80,20.3,20.3,5.51,5.74,0.39,-1022.05,-0.06
81,26.69,26.69,5.6,79.76,0.66,-1022.38,-0.07
82,16.4,15.96,5.54,95.69,0.57,-1022.16,-0.08
83,38.65,38.65,5.55,98.55,0.72,-1022.22,-0.11
84,22.23,22.23,5.65,17.11,0.38,-1022.61,-0.07
85,26.37,26.37,5.65,31.03,0.33,-116.54,51.7
86,27.49,27.49,5.68,83.57,0.7,-1022.71,-0.1
87,23.37,23.37,5.58,79.0,0.53,-1022.31,-0.08
88,30.0,30.0,5.58,28.65,0.4,-133.1,53.31
89,24.53,24.53,5.72,88.11,0.83,-1022.86,-0.07
90,13.01,13.01,5.72,74.8,0.61,-1022.88,-0.06
91,31.57,31.57,5.68,73.26,0.44,-1022.73,-0.08
92,37.89,37.89,5.68,25.88,0.47,-82.52,42.84
93,5.14,5.14,3.56,63.5,0.08,-1014.24,-0.06
94,33.22,33.22,5.72,73.83,0.47,-1022.89,-0.07
95,6.03,6.03,4.33,89.73,0.35,-1017.31,-0.09
96,10.55,10.26,5.55,93.11,0.2,-289.65,1.17
97,18.77,18.77,5.55,65.41,0.64,-1022.2,-0.06
98,38.38,38.38,5.55,68.8,0.39,-28.24,19.6
99,29.65,29.65,5.55,8.25,0.44,-208.67,64.8
100,17.14,17.14,5.55,65.68,0.12,-30.91,24.93
101,9.86,9.86,5.71,60.31,0.35,-1022.83,-0.08
102,14.61,14.61,5.56,42.67,0.5,-1022.25,-0.09
103,13.66,13.66,5.7,73.35,0.56,-1022.79,-0.08
104,5.01,5.01,3.45,75.07,0.35,-1013.79,-0.08
105,16.78,16.78,5.58,4.47,0.51,-1022.33,-0.08
106,40.14,40.14,5.58,64.4,0.3,-24.48,23.59
107,27.92,27.92,5.58,66.31,0.5,-1022.31,-0.06
108,35.26,35.26,5.58,39.35,0.24,-81.42,42.71
109,41.49,41.49,5.7,1.55,0.72,-1022.78,-3.87
110,20.59,20.59,5.57,91.81,0.46,-1022.26,-0.05
111,9.32,9.32,5.73,54.7,0.35,-1022.93,-0.08
112,9.32,9.32,5.65,97.56,0.37,-1022.62,-0.07
113,34.12,34.12,5.65,16.18,0.46,-139.29,53.9
114,18.99,18.99,5.61,63.83,0.51,-1022.44,-0.06
115,17.35,17.35,5.72,41.15,0.62,-1022.89,-0.06
116,22.24,22.24,5.6,82.6,0.59,-1022.4,-0.07
117,36.96,36.96,5.55,2.36,0.74,-1022.2,-3.8
118,13.99,13.99,0.0,77.89,0.33,-6.48,13.26
119,44.92,44.92,0.0,23.26,0.38,-51.39,28.63
120,10.36,10.36,5.72,60.22,0.28,-1022.87,-0.06
121,7.82,7.82,5.43,85.51,0.43,-1021.74,-0.08
122,39.02,39.02,5.43,6.24,0.44,-128.34,47.87
123,44.05,44.05,5.43,10.19,0.68,-23.12,18.38
124,30.7,30.7,5.43,35.08,0.39,-88.56,38.62
125,8.05,8.05,5.56,3.18,0.52,-1022.24,-0.06
126,44.36,44.36,-0.0,66.31,0.52,-8.1,13.89
127,39.47,39.47,-0.0,5.27,0.62,-34.51,30.8
128,22.57,22.57,-0.0,46.09,0.61,-50.26,33.37
129,39.08,39.08,5.53,75.13,0.54,-1022.13,-0.08
130,24.8,24.8,5.53,32.91,0.68,-96.09,39.54
131,19.46,19.46,5.75,35.44,0.55,-1022.99,-0.05
132,5.63,5.63,3.99,46.64,0.35,-1015.96,-0.07
133,36.27,36.27,3.99,45.04,0.25,-86.17,38.32
134,43.87,43.87,3.99,47.81,0.17,-11.98,20.55
135,40.98,40.98,3.99,59.66,0.64,-29.09,24.56
136,22.23,22.23,5.68,62.44,0.5,-1022.72,-0.06
137,9.9,9.63,5.57,96.25,0.4,-1022.28,-0.09
138,37.82,37.82,5.69,78.9,0.45,-1022.76,-0.06
139,15.25,15.25,5.6,79.63,0.37,-1022.41,-0.07
140,11.55,11.55,5.66,55.6,0.44,-1022.62,-0.06
141,26.83,26.83,5.75,77.75,0.4,-1023.01,-0.08
142,26.37,26.37,5.51,2.67,0.4,-1022.05,-0.08
143,44.51,44.51,-0.01,68.52,0.39,-6.42,13.23
144,22.89,22.89,5.56,34.46,0.74,-1022.22,-0.06
145,33.51,33.51,5.56,29.16,0.53,-146.22,49.64
146,21.98,21.98,5.56,68.63,0.39,-29.75,19.94
147,17.96,17.96,5.66,89.34,0.31,-1022.63,-0.06
148,6.38,6.38,4.6,22.64,0.35,-1018.4,-0.07
149,13.62,13.62,5.54,39.06,0.65,-1022.18,-0.07
150,21.3,21.3,5.54,47.72,0.53,-43.31,32.28
151,27.2,27.2,5.68,90.32,0.33,-1022.71,-0.09
152,36.81,36.81,5.74,91.89,0.6,-1022.98,-0.09
153,44.18,44.18,3.04,81.8,0.68,0,9.81
154,30.85,30.85,5.59,72.73,0.58,-1022.35,-0.08
155,32.49,31.8,5.56,96.87,0.49,-1022.24,-0.1
156,33.31,33.31,5.56,60.27,0.39,-32.03,25.15
157,37.15,37.15,-0.0,76.91,0.27,-7.87,13.8
158,43.67,43.67,-0.0,30.25,0.53,-51.7,28.68
159,8.03,7.83,5.41,22.41,0.7,-1021.63,-0.1
160,8.87,8.87,5.64,91.39,0.37,-1022.56,-0.09
161,37.44,37.44,5.55,94.32,0.23,-1022.21,-0.06
162,9.6,9.6,5.57,4.47,0.46,-1022.27,-0.09
163,26.77,26.77,5.57,38.63,0.28,-112.96,46.27
164,10.73,10.73,5.56,31.35,0.22,-1022.22,-0.07
165,11.39,11.39,5.62,89.82,0.34,-1022.49,-0.06
166,6.16,6.16,4.43,21.98,0.42,-1017.72,-0.08
167,6.3,6.3,4.54,61.39,0.69,-1018.14,-0.07
168,19.14,19.14,4.54,48.69,0.43,-40.85,31.88
169,7.17,7.17,5.15,42.84,0.48,-1020.6,-0.06
170,41.33,41.33,5.15,49.17,0.55,-43.42,27.28
171,22.06,22.06,5.64,87.13,0.62,-1022.57,-0.08
172,17.01,17.01,5.68,86.38,0.33,-1022.7,-0.08
173,33.27,33.27,5.68,2.98,0.32,-162.43,61.07
174,29.33,29.33,5.68,31.35,0.54,-61.56,40.21
175,12.89,12.89,5.71,49.59,0.5,-1022.84,-0.08
176,5.96,5.96,4.27,13.27,0.76,-1017.06,-0.07
177,14.4,14.4,5.69,32.49,0.48,-1022.78,-0.09
178,24.49,24.49,5.69,71.38,0.36,-20.87,17.81
179,33.2,33.2,5.69,29.96,0.39,-107.85,50.82
180,41.34,41.34,5.69,43.53,0.62,-50.59,28.5
181,19.66,19.66,5.69,34.04,0.37,-1022.74,-0.08
182,26.58,26.58,5.69,46.49,0.53,-47.52,32.95
183,26.55,26.55,5.69,30.05,0.5,-65.85,40.77
184,22.41,22.41,5.54,94.71,0.84,-1022.15,-0.07
185,42.01,42.01,5.54,65.99,0.61,-10.67,20.19
186,35.23,35.23,5.54,18.07,0.67,-115.94,51.64
187,29.73,29.73,5.7,98.84,0.32,-1022.81,-0.09
188,41.87,41.87,5.62,86.74,0.54,-1022.47,-0.07
189,31.79,31.79,5.62,3.2,0.66,-106.26,45.55
190,8.26,8.26,5.46,2.11,0.3,-1021.84,-0.08
191,41.62,41.62,5.46,56.31,0.58,-29.27,24.6
192,36.92,36.92,5.46,20.66,0.37,-101.21,45.0
193,38.71,38.71,5.46,10.1,0.33,-104.79,45.39
194,28.03,28.03,5.46,9.53,0.3,-224.56,66.01
195,15.88,15.88,5.57,37.92,0.8,-1022.26,-0.09
196,34.4,34.4,5.57,67.89,0.42,-11.47,20.41
197,39.17,39.17,5.75,81.41,0.45,-1022.98,-0.08
198,40.99,40.99,5.75,73.69,0.45,-15.3,16.27
199,40.12,40.12,5.75,44.71,0.58,-38.95,31.56
200,35.01,35.01,5.75,36.73,0.52,-100.24,44.89
201,7.3,7.3,5.1,59.38,0.63,-1020.42,-0.06
202,26.95,26.95,5.1,53.32,0.44,-55.15,29.24
203,6.15,6.15,4.42,36.31,0.43,-1017.68,-0.08
204,32.01,32.01,5.74,50.27,0.66,-1022.96,-0.08
205,16.0,16.0,5.62,85.95,0.45,-1022.47,-0.08
206,27.7,27.7,5.62,25.82,0.61,-79.1,42.43
207,23.03,23.03,5.52,96.62,0.41,-1022.1,-0.06
208,30.68,30.68,5.56,69.88,0.64,-1022.26,-0.06
209,28.99,28.99,5.56,48.57,0.41,-40.84,31.88
210,6.18,6.18,4.44,37.61,0.64,-1017.78,-0.05
211,34.52,33.81,4.44,12.73,0.49,-141.09,54.06
212,12.2,12.2,5.55,45.52,0.29,-1022.19,-0.08
213,26.21,25.58,5.55,35.03,0.44,-90.08,38.81
214,41.41,41.41,5.55,50.29,0.61,-41.35,26.91
215,19.8,19.8,5.58,20.38,0.45,-1022.31,-0.06
216,21.57,21.57,5.68,85.0,0.52,-1022.72,-0.08
217,14.58,14.58,5.57,6.8,0.68,-1022.3,-0.07
218,19.27,19.27,5.57,65.82,0.28,-31.54,25.06
219,18.62,18.62,5.59,98.3,0.39,-1022.37,-0.09
220,6.68,6.54,4.83,27.43,0.44,-1019.33,-0.06
221,13.63,13.63,5.62,24.23,0.46,-1022.48,-0.05
222,17.19,17.19,5.62,66.81,0.43,-13.36,20.92
223,32.65,32.65,5.54,83.13,0.51,-1022.14,-0.08
224,33.09,33.09,5.65,88.64,0.43,-1022.59,-0.08
225,6.47,6.25,4.67,39.12,0.5,-1018.66,-0.08
226,39.11,39.11,4.67,40.86,0.51,-59.83,34.8
227,32.54,32.54,4.67,6.6,0.35,-152.69,60.23
228,17.84,17.84,4.67,50.94,0.5,-33.23,30.58
229,27.71,27.71,5.71,33.23,0.91,-1022.84,-0.09
230,12.52,12.18,5.52,47.52,0.15,-1022.08,-0.05
231,38.23,38.23,5.56,95.58,0.71,-1022.23,-0.13
232,23.33,23.33,5.6,74.13,0.4,-1022.41,-0.09
233,42.54,42.54,5.6,46.4,0.53,-28.09,24.35
234,44.46,44.46,5.6,11.63,0.52,-46.99,32.86
235,18.59,18.59,5.75,66.37,0.62,-1023.02,-0.08
236,18.18,18.18,5.69,82.31,0.55,-1022.77,-0.08
237,19.43,19.43,5.75,77.99,0.54,-1023.01,-0.05
238,44.85,44.85,9.55,80.02,0.33,0,7.69
239,38.03,38.03,5.57,99.4,0.42,-1022.3,-0.15
240,29.94,29.94,5.62,89.13,0.31,-1022.49,-0.08
241,40.06,40.06,5.62,49.28,0.5,-30.7,30.13
242,14.27,14.27,5.73,19.89,0.63,-1022.93,-0.08
243,22.3,22.3,5.75,66.07,0.52,-1023.01,-0.09
244,8.24,8.24,5.6,98.36,0.71,-1022.42,-0.09
245,32.05,32.05,5.52,81.31,0.45,-1022.06,-0.08
246,18.25,18.25,5.76,94.67,0.58,-1023.02,-0.06
247,17.46,17.46,5.71,40.33,0.31,-1022.84,-0.06
248,41.48,41.48,5.71,26.74,0.49,-60.86,34.94
249,7.76,7.76,5.51,59.16,0.71,-1022.05,-0.07
250,6.17,6.17,4.44,12.85,0.58,-1017.77,-0.09
251,8.88,8.62,5.67,50.25,0.51,-1022.69,-0.08
252,14.28,14.28,5.74,93.37,0.75,-1022.96,-0.1
253,43.63,43.63,5.63,89.98,0.48,-1022.52,-0.43
254,18.32,18.32,5.66,89.77,0.51,-1022.64,-0.07
255,41.71,41.71,5.66,47.3,0.63,-43.07,27.22
256,10.25,10.25,5.56,76.14,0.54,-1022.24,-0.06
257,21.19,21.19,5.51,28.82,0.4,-1022.04,-0.08
258,43.47,43.47,5.51,63.67,0.46,-17.21,16.82
259,43.79,43.79,5.51,38.54,0.44,-28.87,24.52
260,40.52,40.52,5.59,2.74,0.49,-1022.35,-3.91
261,23.98,23.98,5.52,13.02,0.73,-1022.08,-0.06
262,10.0,10.0,5.5,69.0,0.51,-1021.98,-0.06
263,32.84,32.84,5.5,74.01,0.32,-14.81,16.12
264,39.73,39.73,5.5,30.6,0.75,-85.27,38.21
265,17.95,17.95,5.71,57.76,0.79,-1022.86,-0.09
266,19.99,19.99,5.71,51.51,0.43,-31.7,30.31
267,27.27,27.27,5.74,74.53,0.54,-1022.95,-0.09
268,7.73,7.73,5.44,13.54,0.53,-1021.75,-0.06
269,36.62,36.62,5.52,58.09,0.65,-1022.06,-0.08
270,7.68,7.68,5.31,49.83,0.44,-1021.26,-0.06
271,5.78,5.78,4.12,20.79,0.31,-1016.48,-0.06
272,24.82,24.82,4.12,57.27,0.43,-41.43,26.92
273,26.76,26.76,4.12,45.67,0.61,-50.71,33.44
274,18.05,18.05,4.12,57.91,0.33,-40.14,26.69
275,41.4,41.4,5.74,83.05,0.72,-1022.94,-0.08
276,12.51,12.51,5.55,74.59,0.51,-1022.21,-0.06
277,34.24,34.24,5.55,59.02,0.34,-35.14,25.76
278,30.63,30.63,5.73,61.61,0.73,-1022.92,-0.06
279,42.08,42.08,5.73,72.63,0.74,-21.98,18.1
280,6.44,6.44,4.64,72.46,0.43,-1018.57,-0.07
281,23.94,23.94,4.64,63.11,0.47,-23.84,23.45
282,34.52,34.52,4.64,66.73,0.38,-13.42,20.94
283,38.89,38.89,5.59,4.0,0.64,-1022.36,-0.41
284,34.93,34.22,5.59,89.3,0.73,-1022.36,-0.08
285,16.18,16.18,5.53,92.88,0.61,-1022.14,-0.08
286,7.41,7.17,5.17,75.88,0.36,-1020.7,-0.07
287,35.11,35.11,5.17,16.73,0.43,-115.26,51.57
288,38.9,38.9,5.17,43.77,0.44,-48.06,33.03
289,32.05,32.05,5.73,82.86,0.65,-1022.9,-0.08
290,17.47,17.47,5.52,5.14,0.4,-1022.08,-0.06
291,27.42,27.42,5.52,58.2,0.49,-39.58,26.59
292,32.27,32.27,5.52,61.79,0.31,-26.57,24.04
293,13.06,13.06,5.69,34.97,0.6,-1022.74,-0.07
294,40.49,40.49,5.56,4.01,0.6,-1022.23,-3.89
295,5.53,5.53,3.9,89.49,0.57,-1015.61,-0.06
296,5.24,5.24,3.66,42.55,0.29,-1014.62,-0.09
297,23.57,23.57,5.56,7.48,0.57,-1022.26,-0.08
298,25.8,25.8,5.72,67.88,0.62,-1022.9,-0.07
299,42.14,42.14,5.71,83.45,0.49,-1022.83,-0.08
300,8.03,8.03,5.4,38.14,0.82,-1021.58,-0.07
301,5.41,5.41,3.8,52.22,0.63,-1015.21,-0.06
302,20.58,20.58,5.54,75.87,0.63,-1022.18,-0.08
303,13.95,13.95,5.54,68.64,0.54,-1022.18,-0.08
304,18.41,18.41,5.74,96.57,0.16,-1022.94,-0.06
305,18.56,18.56,5.76,34.09,0.69,-1023.05,-0.08
306,22.69,22.69,5.55,66.29,0.49,-1022.21,-0.08
307,35.88,35.88,5.55,42.48,0.67,-71.15,41.45
308,19.32,19.32,5.66,76.49,0.63,-1022.66,-0.08
309,26.75,26.75,5.6,4.51,0.51,-1022.39,-0.08
310,30.47,30.47,5.66,90.96,0.51,-1022.66,-0.09
311,33.91,33.91,5.66,24.04,0.71,-114.57,51.5
312,12.58,12.58,5.74,8.05,0.33,-1022.95,-0.08
313,14.33,14.33,5.72,6.4,0.32,-1022.87,-0.08
314,40.45,40.45,5.7,1.71,0.36,-1022.8,-3.81
315,30.44,30.44,5.58,96.61,0.28,-1022.32,-0.07
316,36.05,35.33,5.57,99.61,0.39,-1022.29,-0.08
317,11.46,11.46,5.52,95.5,0.54,-1022.08,-0.06
318,43.85,43.85,5.52,15.12,0.31,-53.37,33.85
319,38.85,38.85,5.74,70.65,0.59,-1022.94,-0.08
320,39.55,39.55,5.74,25.98,0.51,-99.8,39.98
321,35.83,35.83,5.74,45.24,0.71,-67.95,41.04
322,29.96,29.96,5.74,64.56,0.32,-19.73,22.51
323,20.24,20.24,5.67,40.01,0.56,-1022.67,-0.06
324,43.92,43.92,5.67,18.07,0.3,-37.8,31.37
325,16.6,16.6,5.55,72.64,0.52,-1022.19,-0.07
326,14.07,14.07,5.54,45.94,0.61,-1022.14,-0.07
327,41.55,41.55,5.54,41.15,0.82,-56.12,29.39
328,27.92,27.92,5.73,52.4,0.84,-1022.91,-0.06
329,40.69,40.69,5.73,11.02,0.62,-80.63,42.61
330,44.87,44.87,5.73,58.68,0.61,-15.41,16.3
331,17.9,17.9,5.73,82.13,0.35,-1022.91,-0.08
332,14.65,14.65,5.56,10.12,0.46,-1022.23,-0.08
333,23.8,23.8,5.71,51.7,0.61,-1022.83,-0.08
334,21.62,21.62,5.59,68.17,0.49,-1022.35,-0.09
335,14.02,14.02,5.73,2.01,0.54,-1022.9,-0.07
336,43.01,43.01,5.73,71.1,0.83,-16.61,16.65
337,25.62,25.0,5.7,63.61,0.59,-1022.81,-0.06
338,23.64,23.05,0.0,79.86,0.23,-2.94,11.68
339,38.21,38.21,5.52,98.82,0.05,-1022.08,-1.65
340,24.13,24.13,5.52,36.95,0.2,-115.9,46.59
341,38.08,38.08,5.52,39.81,0.46,-79.03,37.42
342,9.85,9.85,5.7,3.63,0.58,-1022.82,-0.09
343,32.67,32.67,5.7,31.17,0.64,-106.01,50.63
344,6.51,6.51,4.69,4.29,0.66,-1018.76,-0.09
345,40.72,40.72,4.69,62.04,0.7,-24.43,23.57
346,31.01,31.01,4.69,37.37,0.6,-78.04,37.29
347,6.13,6.13,4.41,66.7,0.71,-1017.62,-0.08
348,38.08,38.08,5.53,75.3,0.77,-1022.1,-0.07
349,22.86,22.86,5.7,68.79,0.54,-1022.79,-0.07
350,9.19,9.19,5.74,32.8,0.11,-1022.97,-0.09
351,33.72,33.72,5.74,65.38,0.35,-17.84,22.06
352,30.73,30.73,5.74,22.76,0.26,-164.04,56.14
353,13.05,13.05,5.74,71.31,0.29,-21.0,17.84
354,12.61,12.61,5.58,45.12,0.52,-1022.34,-0.07
355,14.53,14.53,5.64,84.66,0.63,-1022.55,-0.06
356,24.19,24.19,5.64,47.13,0.54,-45.6,32.64
357,32.18,32.18,5.64,32.25,0.51,-97.74,39.73
358,17.08,17.08,5.59,56.07,0.77,-1022.36,-0.07
359,20.24,20.24,5.51,17.95,0.52,-1022.04,-0.06
360,15.83,15.83,5.5,7.42,0.59,-1021.99,-0.09
361,26.35,26.35,5.67,79.63,0.43,-1022.69,-0.07
362,14.12,14.12,5.57,81.15,0.52,-1022.28,-0.07
363,19.23,19.23,5.51,4.73,0.41,-1022.03,-0.05
364,9.29,9.29,5.53,30.38,0.62,-1022.1,-0.08
365,20.15,20.15,5.51,92.37,0.63,-1022.02,-0.05
366,39.23,39.23,5.51,7.39,0.54,-126.5,47.68
367,27.78,27.78,5.51,22.92,0.53,-87.96,43.48
368,17.66,17.66,5.56,63.2,0.53,-1022.25,-0.05
369,38.57,38.57,5.56,51.03,0.46,-45.95,32.7
370,12.48,12.48,5.53,92.85,0.7,-1022.1,-0.06
371,39.85,39.85,5.53,59.33,0.4,-40.7,26.79
372,18.36,18.36,5.55,97.41,0.2,-1022.19,-0.05
373,44.58,44.58,5.55,11.67,0.56,-39.34,31.63
374,15.33,15.33,5.72,78.74,0.47,-1022.89,-0.05
375,27.0,27.0,5.57,10.19,0.81,-1022.27,-0.08
376,8.19,7.96,5.58,18.86,0.54,-1022.31,-0.08
377,37.82,37.82,5.58,10.58,0.67,-144.64,49.49
378,6.34,6.34,4.58,9.28,0.47,-1018.3,-0.08
379,21.81,21.81,4.58,42.22,0.41,-62.67,35.2
380,20.67,20.67,4.58,37.16,0.5,-80.7,37.63
381,10.82,10.82,5.69,74.1,0.26,-1022.75,-0.07
382,11.05,11.05,5.59,5.91,0.42,-1022.35,-0.06
383,43.26,43.26,5.59,3.57,0.36,-17.49,21.97
384,31.46,31.46,5.59,43.22,0.48,-58.47,34.6
385,7.84,7.84,5.39,35.8,0.61,-1021.56,-0.08
386,33.08,33.08,5.39,20.58,0.43,-145.7,54.49
387,8.35,8.13,5.44,42.77,0.44,-1021.76,-0.08
388,36.46,35.74,5.55,84.34,0.87,-1022.22,-0.07
389,31.42,31.42,5.55,4.33,0.69,-203.81,64.42
390,26.4,26.4,5.68,53.3,0.6,-1022.71,-0.07
391,32.95,32.95,5.68,30.56,0.74,-120.95,52.13
392,19.54,19.54,5.71,13.83,0.51,-1022.85,-0.08
393,25.35,25.35,5.71,47.46,0.47,-43.86,32.37
394,16.87,16.87,5.56,26.39,0.66,-1022.24,-0.05
395,39.31,38.57,5.56,29.55,0.61,-87.98,38.55
396,25.61,25.61,5.56,1.8,0.37,-1022.23,-0.05
397,34.37,34.37,5.56,44.3,0.57,-55.44,34.15
398,17.13,17.13,5.55,45.21,0.61,-1022.2,-0.08
399,24.13,24.13,5.51,63.95,0.53,-1022.05,-0.07
400,40.72,40.72,5.51,36.59,0.53,-46.26,32.75
401,22.67,22.67,5.64,85.75,0.46,-1022.57,-0.08
402,26.42,26.42,5.64,58.58,0.5,-38.12,26.32
403,36.22,36.22,5.52,2.03,0.31,-1022.08,-0.46
404,30.67,30.67,5.52,5.58,0.75,-205.53,64.56
405,37.84,37.84,5.52,40.04,0.58,-87.33,38.47
406,28.69,28.69,5.52,22.7,0.49,-88.79,43.58
407,17.25,17.25,5.65,71.04,0.63,-1022.61,-0.06
408,31.8,31.8,5.65,30.41,0.31,-121.43,52.18
409,39.46,38.71,5.55,99.51,0.49,-1022.22,-0.07
410,19.23,19.23,5.6,89.44,0.61,-1022.41,-0.07
411,23.39,23.39,5.74,1.67,0.3,-1022.97,-0.09
412,32.23,32.23,5.56,37.82,0.62,-1022.26,-0.08
413,25.72,25.72,5.72,86.68,0.23,0,6.52
414,39.43,39.43,5.65,85.83,0.63,-1022.61,-0.08
415,19.82,19.82,5.59,32.71,0.53,-1022.38,-0.09
416,14.47,14.47,5.54,12.5,0.52,-1022.17,-0.06
417,35.32,35.32,5.54,8.07,0.51,-154.26,55.27
418,26.36,26.36,5.49,52.2,0.61,-1021.96,-0.07
419,22.87,22.87,5.53,2.1,0.32,-1022.1,-0.06
420,8.18,8.18,5.59,51.12,0.65,-1022.35,-0.06
421,38.67,38.67,5.59,46.87,0.58,-53.34,33.84
422,24.51,24.51,5.59,44.17,0.57,-56.56,34.32
423,43.01,43.01,5.72,94.65,0.28,-1022.88,-0.06
424,14.18,13.79,5.57,57.61,0.71,-1022.28,-0.08
425,24.66,24.66,5.75,70.7,0.47,-1022.98,-0.09
426,10.6,10.6,5.54,35.36,0.61,-1022.15,-0.07
427,37.88,37.88,5.54,25.69,0.53,-84.6,43.09
428,31.06,31.06,5.54,36.47,0.48,-84.77,38.15
429,38.61,38.61,5.54,32.54,0.55,-96.35,39.57
430,44.34,44.34,5.54,25.72,0.53,-51.03,28.57
