Episode,Kick_Speed,NN_start_speed,CRS_speed,location_of_patch,friction,Rewards,Stop_Distance
178,17.75,17.75,7.6,9.54,0.47,-25.51,18.97
179,24.36,24.36,7.6,82.99,0.53,-20.62,17.75
180,39.73,38.98,7.6,39.62,0.44,-49.34,33.23
181,23.81,23.81,7.6,18.85,0.59,-213.76,70.28
182,43.57,42.8,7.6,33.46,0.47,-40.82,26.82
183,20.07,19.55,7.6,72.4,0.43,-25.8,19.03
184,33.86,33.15,7.6,62.21,0.47,-26.1,19.11
185,30.65,30.65,7.6,56.61,0.44,-25.61,18.99
186,34.25,34.25,7.6,16.65,0.38,-133.21,53.32
187,12.74,12.74,7.6,99.66,0.52,-25.12,18.87
188,40.94,40.18,7.6,98.81,0.5,-28.03,19.56
189,16.84,16.39,7.6,89.71,0.51,-26.02,19.09
190,18.73,18.73,7.6,67.15,0.46,-24.87,18.81
191,11.25,10.93,7.6,68.47,0.4,-25.76,19.03
192,35.56,35.56,7.6,42.14,0.24,-69.8,41.27
193,11.47,11.47,7.6,10.0,0.73,-26.13,19.11
194,23.95,23.95,7.6,64.06,0.43,-26.23,19.14
195,20.71,20.71,7.6,92.38,0.31,-26.12,19.11
196,6.21,6.21,7.6,61.23,0.34,-25.88,19.05
197,43.15,43.15,7.6,43.25,0.64,-38.17,26.33
198,14.63,14.63,7.6,42.93,0.65,-26.21,19.13
199,8.0,8.0,7.6,7.42,0.44,-25.76,19.03
200,24.34,24.34,7.6,74.16,0.43,-26.14,19.12
201,37.78,37.78,7.6,95.5,0.77,-25.83,19.04
202,8.07,8.07,7.6,9.0,0.36,-26.01,19.09
203,40.91,40.15,7.6,76.38,0.52,-20.56,17.73
204,22.98,22.4,7.6,14.84,0.55,-242.82,72.37
205,19.6,19.6,7.6,49.0,0.45,-25.96,19.07
206,34.28,34.28,7.6,13.46,0.47,-145.49,54.47
207,36.52,36.52,7.6,91.98,0.52,-25.89,19.06
208,10.35,10.06,7.6,27.01,0.52,-25.95,19.07
209,44.08,43.3,7.6,33.7,0.32,-30.8,24.91
210,31.93,31.24,7.6,62.42,0.42,-25.32,18.92
211,42.06,42.06,7.6,27.26,0.5,-50.8,33.46
212,6.46,6.46,7.6,2.49,0.72,-25.46,18.96
213,42.66,42.66,7.6,32.85,0.29,-43.66,27.32
214,38.04,38.04,7.6,28.89,0.13,-63.1,40.41
215,23.08,23.08,7.6,77.02,0.56,-21.85,18.06
216,12.04,12.04,7.6,17.58,0.67,-25.45,18.95
217,15.14,15.14,7.6,90.89,0.4,-25.9,19.06
218,31.69,31.69,7.6,10.07,0.49,-155.85,60.51
219,11.96,11.96,7.6,57.82,0.58,-25.98,19.08
220,12.35,12.35,7.6,23.28,0.38,-25.52,18.97
221,37.25,37.25,7.6,24.16,0.67,-95.15,44.31
222,11.51,11.2,7.6,69.18,0.64,-24.8,18.8
223,18.47,18.47,7.6,3.77,0.35,-314.56,82.18
224,41.3,41.3,7.6,20.17,0.56,-82.11,37.81
225,44.85,44.07,7.6,23.39,0.42,-44.79,27.52
226,44.23,44.23,7.6,7.93,0.54,-66.11,35.68
227,13.94,13.94,7.6,13.89,0.67,-24.94,18.83
228,31.67,31.67,7.6,4.39,0.57,-194.14,63.66
229,42.87,42.1,7.6,49.04,0.3,-18.37,22.19
230,22.44,22.44,7.6,49.91,0.52,-25.57,18.98
231,17.07,17.07,7.6,17.89,0.51,-24.93,18.83
232,31.27,31.27,7.6,8.41,0.6,-175.61,62.17
233,26.45,26.45,7.6,52.3,0.33,-91.28,38.95
234,31.16,31.16,7.6,21.83,0.44,-169.27,56.6
235,38.43,37.69,7.6,44.78,0.46,-55.01,34.09
236,19.19,18.68,7.6,4.46,0.17,-285.99,80.38
237,31.23,31.23,7.6,38.65,0.58,-114.29,51.47
238,15.04,15.04,7.6,14.54,0.65,-26.07,19.1
239,26.81,26.81,7.6,80.24,0.39,-19.33,17.4
240,34.03,34.03,7.6,47.75,0.58,-87.63,43.45
241,17.74,17.74,7.6,12.29,0.54,-25.58,18.98
242,37.73,37.0,7.6,75.01,0.14,-25.72,19.02
243,6.73,6.59,7.6,60.44,0.51,-25.82,19.04
244,39.13,39.13,7.6,13.81,0.47,-97.62,44.59
245,32.44,32.44,7.6,44.97,0.56,-121.84,47.21
246,26.51,26.51,7.6,26.96,0.54,-189.66,63.31
247,36.22,35.5,7.6,93.67,0.6,-25.79,19.03
248,24.06,24.06,7.6,68.74,0.45,-25.89,19.06
249,35.65,35.65,7.6,25.77,0.26,-121.69,47.19
250,12.88,12.88,7.6,42.2,0.3,-25.92,19.07
251,12.8,12.8,7.6,94.19,0.66,-25.13,18.88
252,9.94,9.94,7.6,99.32,0.48,-24.87,18.81
253,8.03,8.03,7.6,55.03,0.35,-25.83,19.04
254,16.22,16.22,7.6,16.93,0.4,-25.68,19.01
255,13.73,13.73,7.6,63.13,0.54,-25.86,19.05
256,12.25,12.25,7.6,4.98,0.27,-25.85,19.05
257,22.69,22.69,7.6,60.57,0.33,-25.39,18.94
258,12.58,12.58,7.6,61.69,0.56,-25.85,19.05
259,22.77,22.77,7.6,93.44,0.74,-25.19,18.89
260,27.45,26.81,7.6,36.27,0.45,-25.98,19.08
261,43.49,43.49,0.0,84.73,0.65,-1.26,10.78
262,31.33,31.33,0.0,75.47,0.6,-27.01,19.32
263,39.76,39.76,0.0,80.96,0.62,-21.42,17.95
264,42.51,42.51,0.0,87.43,0.5,-20.32,17.67
265,21.97,21.97,0.0,16.02,0.38,-218.14,65.53
266,28.14,28.14,0.0,40.69,0.42,-25.84,19.05
267,31.25,31.25,0.0,84.31,0.29,-25.33,18.92
268,13.12,13.12,0.0,50.25,0.67,-25.89,19.06
269,19.76,19.76,0.0,68.55,0.46,-25.31,18.92
270,21.56,21.56,0.0,66.65,0.32,-26.07,19.1
271,16.2,16.2,0.0,34.47,0.59,-24.93,18.83
272,33.57,33.57,0.0,3.74,0.4,-157.78,60.67
273,25.09,25.09,0.0,25.16,0.46,-25.65,19.0
274,42.77,42.0,-0.0,85.1,0.6,-4.51,12.42
275,17.97,17.97,-0.0,13.7,0.52,-25.5,18.96
276,9.84,9.84,-0.0,39.89,0.26,-25.77,19.03
277,24.08,24.08,-0.0,79.42,0.45,-20.12,17.62
278,14.0,13.63,-0.0,82.95,0.43,-19.92,17.56
279,25.23,25.23,-0.0,54.64,0.18,-88.59,38.62
280,37.13,37.13,-0.0,77.83,0.27,-18.83,17.27
281,7.85,7.85,-0.0,24.97,0.37,-26.02,19.09
282,21.2,21.2,-0.0,52.27,0.6,-25.04,18.85
283,23.31,23.31,-0.0,19.86,0.54,-188.9,63.25
284,33.17,33.17,-0.0,41.96,0.56,-120.75,47.09
285,9.83,9.83,-0.0,14.33,0.56,-25.67,19.01
286,7.7,7.46,-0.0,84.13,0.3,-25.56,18.98
287,26.05,26.05,-0.0,2.15,0.53,-273.8,74.5
288,32.1,31.41,-0.0,68.88,0.63,-26.08,19.1
289,18.13,18.13,-0.0,77.01,0.47,-21.82,18.06
290,30.95,30.95,-0.0,85.0,0.66,-25.38,18.93
291,22.02,21.4,-0.0,18.38,0.56,-25.93,19.07
292,7.55,7.37,-0.0,42.2,0.36,-25.69,19.01
293,45.0,45.0,-0.0,19.55,0.5,-30.04,30.01
294,40.76,40.76,-0.0,17.6,0.53,-97.2,39.67
295,24.75,24.75,-0.0,29.26,0.63,-25.46,18.96
296,7.97,7.97,-0.0,89.38,0.34,-25.66,19.0
297,5.82,5.82,-0.0,39.19,0.66,-25.85,19.05
298,21.85,21.85,-0.0,54.65,0.62,-25.0,18.84
299,11.85,11.85,-0.0,68.18,0.33,-25.91,19.06
300,12.72,12.72,-0.0,53.43,0.48,-25.69,19.01
301,18.82,18.82,-0.0,64.66,0.43,-26.04,19.09
302,37.13,37.13,-0.0,48.04,0.6,-74.96,36.88
303,13.77,13.77,-0.0,73.89,0.5,-25.64,19.0
304,33.71,33.71,-0.0,83.43,0.24,-25.79,19.03
305,41.53,41.53,-0.0,73.31,0.62,-24.51,18.73
306,9.72,9.72,-0.0,18.41,0.4,-25.76,19.03
307,15.23,15.23,-0.0,48.85,0.27,-91.69,43.92
308,44.1,44.1,-0.0,24.1,0.08,-49.35,28.29
309,13.85,13.85,-0.0,68.07,0.55,-25.74,19.02
310,28.96,28.96,-0.0,4.55,0.52,-259.35,68.55
311,27.87,27.87,-0.0,97.48,0.56,-25.16,18.88
312,40.81,40.81,-0.0,47.02,0.46,-52.56,28.82
313,16.77,16.77,-0.0,27.66,0.74,-25.18,18.89
314,23.5,23.5,-0.0,1.06,0.57,-335.61,78.5
315,21.66,21.66,-0.0,7.75,0.85,-326.81,77.95
316,30.4,30.4,-0.0,26.28,0.44,-173.85,57.0
317,22.99,22.99,-0.0,53.08,0.42,-25.16,18.88
318,38.24,38.24,-0.0,50.31,0.64,-56.31,34.28
319,21.41,21.41,-0.0,94.01,0.46,-26.07,19.1
320,35.18,35.18,-0.0,6.59,0.52,-168.55,56.54
321,11.93,11.93,-0.0,50.11,0.56,-25.46,18.96
322,14.53,14.14,-0.0,11.77,0.45,-25.9,19.06
323,25.23,25.23,-0.0,77.4,0.35,-20.34,17.67
324,21.72,21.72,-0.0,79.12,0.18,-16.97,16.75
325,44.65,44.65,-0.0,38.37,0.54,-25.54,23.82
326,13.86,13.86,-0.0,67.68,0.6,-25.65,19.0
327,36.06,36.06,-0.0,83.94,0.51,-25.7,19.01
328,41.68,41.68,-0.0,54.35,0.43,-28.83,24.51
329,20.92,20.92,-0.0,91.53,0.66,-26.25,19.14
330,39.69,39.69,-0.0,50.11,0.48,-57.77,29.65
331,35.43,35.43,-0.0,69.71,0.76,-25.95,19.07
332,11.74,11.74,-0.0,46.41,0.44,-26.16,19.12
333,11.34,11.34,-0.0,48.48,0.49,-25.39,18.94
334,12.92,12.92,-0.0,17.18,0.55,-25.54,18.97
335,32.2,31.51,-0.0,76.84,0.47,-22.51,18.23
336,7.77,7.77,-0.0,37.36,0.62,-25.59,18.99
337,15.65,15.65,-0.0,72.84,0.5,-25.17,18.89
338,33.93,33.93,-0.0,77.04,0.52,-21.71,18.03
339,28.33,28.33,-0.0,67.66,0.43,-24.96,18.84
340,24.35,24.35,-0.0,70.19,0.54,-25.94,19.07
341,34.14,34.14,-0.0,78.65,0.67,-21.78,18.05
342,27.89,27.89,-0.0,75.23,0.25,-26.59,19.22
343,27.27,27.27,-0.0,93.51,0.45,-25.66,19.0
344,11.17,11.17,-0.0,61.35,0.19,-41.06,31.91
345,30.9,30.9,-0.0,58.61,0.73,-25.6,18.99
346,32.92,32.92,-0.0,27.92,0.4,-112.03,51.24
347,32.74,32.74,-0.0,73.61,0.61,-25.94,19.07
348,38.52,38.52,-0.0,63.51,0.76,-55.2,29.25
349,17.97,17.97,-0.0,58.59,0.43,-25.58,18.98
350,21.71,21.71,-0.0,22.58,0.31,-157.16,60.62
351,25.75,25.75,-0.0,38.73,0.79,-25.92,19.06
352,15.3,15.3,-0.0,20.11,0.59,-25.81,19.04
353,24.88,24.88,-0.0,50.78,0.7,-25.61,18.99
354,39.65,39.65,-0.0,79.93,0.67,-21.76,18.04
355,12.59,12.59,-0.0,64.53,0.49,-25.22,18.9
356,43.45,43.45,-0.0,22.37,0.63,-48.73,33.14
357,8.54,8.54,-0.0,39.11,0.74,-25.88,19.05
358,41.42,41.42,-0.0,74.16,0.35,-20.26,17.65
359,11.92,11.92,-0.0,72.89,0.7,-25.52,18.97
360,8.45,8.45,-0.0,71.5,0.84,-25.83,19.04
361,16.94,16.94,-0.0,91.33,0.59,-25.83,19.04
362,11.83,11.83,-0.0,20.63,0.72,-24.62,18.75
363,39.98,39.98,-0.0,77.72,0.44,-19.96,17.57
364,20.11,20.11,-0.0,67.68,0.42,-25.39,18.94
365,21.82,21.82,-0.0,82.26,0.67,-21.69,18.02
366,32.7,32.7,-0.0,80.61,0.46,-20.16,17.62
367,35.07,35.07,-0.0,10.67,0.41,-142.95,54.24
368,10.59,10.59,-0.0,94.06,0.56,-25.82,19.04
369,20.67,20.67,-0.0,36.97,0.63,-24.86,18.81
370,26.26,26.26,-0.0,82.58,0.45,-20.04,17.59
371,22.58,22.58,-0.0,46.99,0.31,-82.29,42.81
372,39.17,39.17,-0.0,56.02,0.63,-30.13,30.02
373,18.52,18.52,-0.0,70.47,0.29,-25.83,19.04
374,31.3,31.3,-0.0,17.42,0.72,-199.54,59.15
375,35.38,35.38,-0.0,32.26,0.48,-108.51,45.8
376,18.78,18.78,-0.0,87.65,0.52,-26.05,19.1
377,41.41,41.41,-0.0,13.88,0.37,-61.49,40.2
378,19.85,19.85,-0.0,41.82,0.64,-25.96,19.07
379,13.62,13.26,-0.0,54.59,0.29,-77.74,37.25
380,18.0,18.0,-0.0,13.94,0.72,-26.11,19.11
381,27.75,27.75,-0.0,39.86,0.76,-25.82,19.04
382,7.56,7.56,-0.0,64.94,0.74,-25.77,19.03
383,34.33,34.33,-0.0,62.69,0.65,-25.3,18.92
384,13.46,13.46,-0.0,27.14,0.59,-25.06,18.86
385,35.12,35.12,-0.0,69.71,0.62,-24.86,18.81
386,43.18,43.18,0.0,84.39,0.39,-0.7,10.45
387,10.37,10.37,0.0,13.91,0.61,-26.09,19.11
388,12.41,12.41,0.0,5.54,0.47,-26.07,19.1
389,32.5,32.5,0.0,7.97,0.48,-208.26,59.86
390,10.01,10.01,0.0,81.12,0.56,-20.94,17.83
391,41.87,41.87,0.0,81.65,0.69,-27.1,19.34
392,42.46,42.46,0.0,94.25,0.45,-21.0,17.85
393,43.16,43.16,0.0,40.45,0.51,-33.61,25.46
394,34.72,34.72,0.0,93.21,0.28,-25.87,19.05
395,19.83,19.31,0.0,58.36,0.59,-25.84,19.05
396,31.11,31.11,0.0,73.29,0.49,-25.98,19.08
397,22.42,21.85,0.0,86.56,0.58,-24.81,18.8
398,22.54,22.54,0.0,2.51,0.63,-347.75,79.25
399,36.84,36.11,0.0,51.85,0.42,-60.28,34.86
400,27.66,27.66,0.0,18.94,0.45,-200.2,64.14
401,28.47,28.47,0.0,22.93,0.5,-164.96,61.28
402,28.6,27.95,0.0,52.8,0.45,-26.09,19.11
403,29.58,29.58,0.0,24.86,0.56,-203.7,59.49
404,20.4,19.87,0.0,57.26,0.34,-25.55,18.98
405,24.91,24.31,0.0,81.83,0.31,-18.65,17.22
406,23.75,23.75,0.0,30.32,0.53,-26.26,19.14
407,21.51,21.51,0.0,64.54,0.63,-25.98,19.08
408,39.06,39.06,0.0,40.49,0.36,-64.23,35.42
409,25.61,25.61,0.0,56.9,0.86,-26.06,19.1
410,43.59,43.59,0.0,15.68,0.73,-56.87,34.37
411,29.19,29.19,0.0,27.42,0.47,-195.16,58.8
412,7.85,7.85,0.0,48.03,0.41,-25.95,19.07
413,25.15,25.15,0.0,24.73,0.56,-207.17,59.77
414,39.25,39.25,0.0,27.72,0.64,-96.34,39.57
415,14.17,14.17,0.0,13.06,0.35,-25.8,19.04
416,40.94,40.18,0.0,87.29,0.51,-15.03,21.36
417,5.32,5.32,0.0,76.62,0.33,-23.22,18.41
418,8.71,8.71,0.0,89.56,0.39,-25.72,19.02
419,44.1,44.1,0.0,11.61,0.5,-45.84,32.68
420,17.91,17.91,0.0,60.02,0.64,-25.45,18.95
421,9.71,9.43,0.0,57.45,0.85,-25.77,19.03
422,9.28,9.28,0.0,73.78,0.5,-25.03,18.85
423,37.86,37.86,0.0,14.9,0.7,-126.84,47.72
424,31.59,31.59,0.0,44.11,0.61,-133.27,48.37
425,38.47,38.47,0.0,42.08,0.66,-73.64,36.71
426,16.69,16.69,0.0,88.35,0.65,-25.98,19.08
427,23.89,23.89,0.0,39.9,0.41,-25.78,19.03
428,23.51,23.51,0.0,15.24,0.7,-241.77,72.3
429,37.37,37.37,0.0,39.1,0.51,-95.71,39.49
430,8.65,8.65,0.0,49.9,0.66,-24.81,18.8
431,21.11,20.57,0.0,4.19,0.64,-354.45,79.66
432,18.59,18.59,0.0,51.38,0.57,-25.56,18.98
433,13.35,13.35,0.0,56.63,0.73,-24.71,18.78
434,34.36,34.36,0.0,59.39,0.57,-26.08,19.1
435,13.04,13.04,0.0,72.05,0.2,-26.13,19.11
436,19.41,19.41,0.0,31.57,0.6,-25.68,19.01
437,44.97,44.97,5.78,97.9,0.36,0,8.68
438,25.33,25.33,5.78,62.92,0.56,-25.61,18.99
439,15.51,15.51,5.78,97.53,0.56,-25.84,19.05
440,6.78,6.78,5.78,70.18,0.74,-26.27,19.15
441,36.95,36.95,5.78,53.77,0.61,-66.82,35.78
442,32.76,32.76,5.78,97.14,0.23,-25.98,19.08
443,6.76,6.76,5.78,89.81,0.56,-26.09,19.11
